"doc_r_out","doc_l_out","poc_r_out","poc_l_out"
2169997.21824768,58503.6235345465,4329.34229688565,116590.74284944
2904661.75093133,87276.1237359793,5865.37642473097,172635.897768413
2791110.95106645,92088.3318586789,6016.06642239471,178350.156981342
2724414.38610976,97759.748592259,6132.47252754308,184182.627604989
2739196.33556525,103477.418504737,6354.50664086707,183248.092481134
2940638.72231967,118593.958015584,6996.79957731067,202991.406821002
3176666.96178018,137719.364039618,7815.46640475693,231441.448737047
3190270.00356181,146477.96135589,8181.09089250177,237366.456898352
3169900.1445819,151400.896682301,8409.52231403118,231417.736793273
3146813.39526368,156382.187091219,8569.20544662325,227476.364978543
3113423.37503848,163948.49419258,8647.775008175,236369.631186596
3011890.93386021,163521.365899142,8485.18594928265,222341.43717749
2948021.8893311,165790.569709034,8354.58616410449,216402.859718078
3309980.3341528,192224.246147615,9391.87624941105,240761.973215171
3539529.98996773,215633.229680925,10250.0223416171,270385.668958247
3431966.46516513,215042.920855169,10225.5907070349,258184.611096236
3323254.91462591,216617.830939085,10076.0568631691,257571.263752606
3247264.61478813,221284.859813929,9931.11003812429,264063.543430132
3120854.92797291,221711.893672814,9574.31768614757,263485.237495384
3007914.47276015,221790.716621718,9191.23199161112,259823.610185349
2884466.62763353,218425.928164896,8732.7687414289,246207.911694224
2765821.25911514,211828.480857515,8254.36134650884,221573.758623201
2673234.38262387,208684.544093408,7831.58882042185,209136.329492285
2553806.02632782,202590.109618038,7327.15099111536,193842.757320539
2458688.6152265,199115.835881144,6883.63772076071,185859.813532959
3096880.85998216,256585.080930045,8471.12360154479,236247.870235539
3603721.75073063,305016.179673281,9990.19267387985,275441.608208963
3844180.94220409,332188.836039398,11108.1907698317,293866.571548104
3824631.73834098,339861.015221089,11608.3226874223,301822.836038728
3738457.87362841,339435.260793569,11808.0104598219,293137.970062548
3777820.96715526,359396.022642718,12268.5677013123,328065.974653516
3686731.96931275,367520.504859579,12259.0312227409,348365.308857109
3560856.03847521,370868.070520516,11971.0959624195,356400.794586996
3510672.08662583,381482.446273871,11785.8747593819,366943.848442876
3447199.28356994,391029.566154651,11508.2131043179,375146.55667162
3289323.79611673,376030.13144706,10871.6118050696,317050.014003385
2419968.46814157,282415.676312865,7827.53808417927,223825.284360296
2302309.13563191,276302.288680297,6749.68878716233,212861.043733715
2969781.96563411,365330.18104922,8050.84953133365,276492.794112802
2853563.1560747,363311.726283922,7834.77283665737,284436.928549573
2598651.15645134,347236.379099139,7102.45763682104,294040.40640527
2552057.19813947,355319.659377533,6768.45446430253,309113.890898715
2724106.0267959,393044.585432473,7033.21570767233,342378.602350507
2911836.26697324,432775.191615713,7504.10692377456,370260.421408978
3276594.34805991,422110.144848809,10025.1241867938,366325.846359489
3636195.21725349,475975.232159315,11105.2241887093,392661.376714229
3351169.54907822,452092.815410894,10470.5151400925,376890.43541216
2869418.37456496,393333.949499794,8943.55628513859,309895.985974682
2754178.79059485,386633.131434424,8240.21557048268,297747.486409413
3077061.88924924,442067.578621203,8817.78305811248,331594.87173199
2672045.01017747,377492.199136095,8384.28382097425,313926.347325393
2560933.69448968,375172.39255326,7579.44044323052,315579.1102552
2800739.0502106,431069.124318604,7788.34420293905,377294.817702935
2712389.03471677,446343.379824478,7332.83807764236,409932.581563977
2754080.05044894,477168.977327936,7195.30660520522,417316.973227557
1596703.26927431,292610.540548642,4222.28209178381,273146.978971252
2698803.882801,529700.789079879,5733.13448270053,492531.709650509
1863886.23727374,366234.804530229,4486.07279514147,318702.698956984
1744277.93380778,333188.430372534,3882.6940762107,241413.444705
2422733.2150123,485623.172120037,4831.94125147571,371624.333090129
2320974.50307878,486809.516330981,4833.57606707463,380249.419337044
2221316.01120804,477395.987740771,4663.20174641226,343820.61736005
2103438.1959967,455815.020601988,4441.03717648949,321851.615046483
1989917.40360167,426123.247463414,4034.52772288564,227681.163224903
1885421.50607506,421187.771773003,3692.3099544326,277784.465915302
1772769.37704811,366151.257499411,3629.02915753866,252258.10183541
1697822.31175452,348456.886048526,3322.7858994475,239298.775557941
1622694.84188793,340593.643064311,2954.85726287474,227286.398296701
1534428.89503546,335608.093583514,2608.31190849103,238232.080743487
1446554.5465066,321567.992482754,2285.05926806927,205239.238553014
1374914.74128115,302794.666789464,2028.69626028971,152635.809141017
947372.575680198,209501.399947561,1330.53452773911,104881.867777389
1232720.60332807,277515.532261043,1457.94096852356,142917.900690272
1188163.53986955,285777.138808852,1382.39076904117,196761.025750808
1211801.71286499,288475.292613524,1400.30107788053,165322.296636441
1257122.07261615,287540.079253483,1504.55433068769,145385.36457583
1196172.99140214,267206.997950915,1441.66978875476,118901.476923105
438496.314866651,98867.4380964809,512.1688496236,45414.9484407709
435761.997654949,98641.63398376,383.32578204853,45034.8028310246
649172.830537942,143817.689450975,485.360106841553,65271.6975367146
937805.53938278,194029.716543983,744.740479753251,81108.0310901101
992379.650653619,201659.178331897,815.911339506909,69559.8942671839
1178528.69395281,233321.152748193,1037.840539244,82889.5785893077
1168675.76157113,212264.909729667,1172.41114656015,74150.6080365363
771317.862662189,137926.576645463,794.827250049712,43209.5501616357
1311727.36205895,231474.520696267,1260.11158464519,81138.5932149661
1248288.93410154,219358.876118799,1294.36981886522,78040.2249789192
1315315.39621529,229614.176754218,1418.34258856556,82539.3255141837
1260154.79513248,218553.17171261,1417.27272537269,77283.5502154871
1176765.89337919,203059.087179106,1346.91533276603,72088.7239487521
1098053.16540887,188961.513189093,1246.12421969369,68984.3970576828
755216.624881481,130078.45807339,830.298549347866,49989.5836119356
970550.115807809,163094.410402484,959.923940202719,61098.6079963452
933307.225323894,155112.326500291,901.389153706384,53396.8014331068
451195.632645876,75622.1874893137,422.908990189085,30100.4740443639
990693.286099836,162754.007460035,736.967724654471,52549.8562269519
935829.316502332,146015.582413614,821.774522541738,44052.8948237921
608758.954948647,91568.5717243662,553.536073489994,25952.3295834936
941819.474509052,139957.427284447,770.628085547291,43714.9610194351
920632.717972184,136317.357675699,779.072548405764,45446.5965743633
917625.205967767,135594.881565173,788.4370451704,47673.9418493115
988800.688689875,143273.621174122,874.948250147671,51486.5265292699
944908.884789242,135004.824904171,856.391422511389,44094.0526863605
407570.059623577,58290.7092458334,370.106416000158,21098.1653715498
908811.709138866,128659.145318473,681.312578689158,47326.5519785129
431005.517524036,60746.3645657424,341.439521732176,22398.3712333753
527718.216888557,73615.2711060268,355.495270708285,25765.6961333938
933426.014399181,127049.853882261,599.350733169883,41565.7814287154
892250.627256247,121004.576977551,649.203582947329,42040.854136979
755567.138752063,102574.314827011,586.016400607589,38746.4238760433
856076.359958433,112516.690157076,668.145144475812,39493.7206288153
786631.239239909,103676.597977815,627.886417629926,39764.0392898164
820127.418120208,108428.28169613,649.846112563874,45586.2684395479
466089.623277368,61254.7438322401,373.533573151246,25958.3247029627
766623.073691814,99722.2849846284,531.651344253225,38298.5780083092
395961.021475899,50881.626056173,282.456818314541,17962.1432096855
721692.250924771,91352.1535798504,443.226244361672,31181.829842292
848942.867085894,106146.605570275,566.324469026527,41499.4841370277
394506.631152588,49443.9561523886,284.113341351351,20273.2753124869
393567.494285148,48375.0608604536,244.893682469237,17265.9549906082
365971.722156095,45023.2457383157,200.808639178299,17148.7121557037
339381.660346791,41570.2835882502,166.237016046726,15642.8517242377
325921.860474977,39897.1248308543,144.012111696458,15484.9869857053
484430.304227799,58546.6441989307,195.67350923995,20647.8316368849
756483.43623857,90093.2931188841,325.259763538176,29065.8555182158
710728.122914822,83476.5774032684,385.600892335526,28859.1287395759
1036969.72918529,118536.073187217,620.848891277896,35848.5927304677
1013428.23707426,114934.497519573,745.610680849024,36288.8791724643
782111.148891909,88100.3683387969,643.999339266705,28951.6368502175
749360.413067032,84034.5323079092,607.88655294021,28943.8619010122
704418.256034897,78503.2911463443,558.426047961704,27295.8427053329
664931.151128122,72830.7536415819,511.370710851358,23896.1519819743
634920.948764548,70136.3921588196,471.803479595556,29042.933113483
601944.738049008,66977.4374159657,430.141385393473,30400.9054598438
581456.343220531,64046.8097869261,400.176387480165,27479.9014883257
980724.041176806,106213.403887114,657.073541441539,43403.1301248699
953160.302206808,102566.891308264,729.010172094015,40224.7891214401
754735.418789734,81867.338016903,622.416208625163,35385.0700369626
761382.837535556,83284.5819092974,614.439734831367,38244.154146192
719751.817027239,79408.6001671295,573.431516671646,38015.415356342
681948.172355592,74815.3443340857,529.842336215241,32985.6720334224
657121.756312686,70914.646190444,500.047377453289,29327.0959759928
629211.220657036,66640.7261147608,465.807422739988,24885.6517653338
594994.499900561,63255.7587677496,432.587034720355,28938.7361323688
569577.040155353,61642.610224581,397.033157322202,32073.1231013339
528338.094813903,57939.8437678631,350.927294146698,31038.1302022151
508088.580688445,56889.3832136964,319.535824170755,32473.5148359263
490016.233411035,54431.9971840163,298.166609182086,28840.3646937705
483598.435153544,53716.4855686374,293.721567434823,31920.5625128505
452933.387106852,50922.9804652522,264.311205504293,30760.9795258686
420685.794908507,47522.8028675016,234.296695351063,27632.531141309
397278.959225169,45657.5603073734,208.586313240729,27099.9419257458
361783.924007179,41190.3052784695,179.0855631641,20990.5557041941
359122.244237533,40908.8026157624,172.713615197775,22560.3812561441
480026.340335111,55115.7515098842,217.636669734512,29798.8670618453
457704.491701321,54116.2425109939,216.376570635039,34775.1192988243
305085.505190134,36928.6731641734,146.674329529479,25775.6814721946
668416.382216254,83942.2024774473,294.393536549986,62511.0001225867
649165.514726167,83643.614816158,330.663989159109,65178.8236011562
611481.354965895,80383.1082058768,338.541855384027,62977.0461568888
442056.150092895,58781.0892081955,255.320429145088,44833.0801490924
410461.497566184,55919.534391918,227.246696882035,43529.7517055324
626317.884860125,86069.6733471165,334.307298255328,66313.8981468947
603026.610882649,81298.1756541752,347.469774834814,58468.8916923136
586969.71371042,79128.613171953,352.850593389259,58428.9167798062
763016.848169134,103976.203453936,467.140212581364,78418.4370010114
739026.239414275,102193.333295642,483.280711629455,76787.4303571434
323995.085880145,45888.7059444675,219.751482230564,34751.2991847932
668574.69434367,95542.0784703651,405.954122622441,67814.206487432
624140.636526917,92897.1464992543,391.228680185661,72279.7000704448
299589.399013243,44218.7204577816,198.753078259786,35053.4729486237
712259.391112111,107877.068079957,436.543663218332,93328.866209122
701038.83087134,106768.953693745,468.807914561848,95494.3060186456
712472.208687746,109695.301632863,489.629216979868,93897.8727697575
697864.405041052,109752.850248544,487.517282667961,91423.5609659055
968544.58615937,159811.196487351,683.041436877284,143372.589469378
1332275.12551354,215857.464865123,1093.12396441808,195889.290821308
1650024.18644426,263386.592324641,1543.80585146349,210466.992482987
977508.529526187,160195.67750651,1055.07450761181,130540.713646734
915883.484998955,155455.808541719,979.172270368693,132155.970730403
848646.273155704,149727.931928355,890.232758411581,132964.87908257
785275.59383215,143421.707459734,799.003794654406,128648.851827817
739309.190055044,132853.455488967,810.261827333152,121567.99658549
703431.506801024,124636.59011971,780.211954290816,109732.673658432
674934.225046604,122371.557474299,730.340337798915,110796.902837783
663675.285496634,122315.972300719,726.061382017793,113831.207695462
644286.105236465,119453.139532518,703.847297400942,109275.398661423
620346.878460867,115250.627569645,632.431023277444,102784.587581467
1083594.33238991,200828.086429289,1040.80093880038,160770.527636208
631585.619542987,118833.152134556,625.184362307724,93208.917532349
626956.486952369,121069.101144017,587.929132407783,97495.9235736094
602463.194151158,121655.565771559,538.224979075608,107138.529058757
1125343.43494623,229570.974522984,958.928231539107,190977.325091205
637881.975711068,132153.736545135,578.42822779937,107163.661087918
741797.607638164,157557.606568082,645.064983166163,129666.497399597
1164666.68347274,252622.917570518,997.254572006858,207278.367351282
1223505.06115337,269022.684681673,1122.46925947027,214192.111922011
1021247.28935189,231278.052516953,999.615444959335,191416.81693701
986973.896647593,224019.979541588,982.824960903253,171390.775325633
1068276.39968714,246725.311928474,1072.82852303264,188316.276905155
1587904.7605355,372243.631293296,1628.16110212837,280672.637212916
1793265.06070814,429845.163395302,2029.8809873638,331747.454324284
2224975.12123199,539281.520723276,2795.30508970366,404766.427330522
1640947.19293228,402697.659571301,2353.3128108964,297535.834591916
1599087.60167926,398055.448884772,2371.89003680441,292052.658450783
1540848.70065038,385838.716609301,2338.00868899719,270877.819975736
2347639.49490929,592356.976716148,3606.05238781351,403685.000399897
1372484.50426597,349316.701852514,2318.20037061614,234148.442174426
1314777.61409907,336877.242019075,2170.96039682425,219534.517651949
2142422.74253363,550539.831157703,3448.66398669699,343166.695612322
2135327.26629117,550072.875429384,3663.62408072057,330378.593021426
1267146.31750613,328118.201446478,2284.85116826611,193839.412883442
1747603.4908556,451091.002946383,3021.42628091162,248636.328132203
1748506.47824774,451780.493773135,3056.83632983502,241190.044405041
1736933.22337251,448169.469344728,3064.96394842966,228903.435746089
1722042.05246315,446197.300611502,3058.72717129206,227878.012113811
1703905.21473721,441745.332175245,3038.66797787365,219882.362569833
1919157.73508985,497179.995472891,3427.95682069645,239678.805535104
1309521.63901679,338441.678958736,2389.74235864873,156911.905901602
1854798.18727145,480289.397767215,3253.37923182663,221593.191850833
1258016.53137355,326657.454580418,2247.93103322854,151565.338494021
870151.9834421,226371.513285856,1490.86386505618,104395.782363738
1656566.84714296,430403.318499633,2627.36643608173,192033.752247668
801533.336929258,208185.545789334,1292.45655982767,91425.9935853109
1467079.68518999,381649.146681,2185.72807315295,166806.851231233
1512845.71556692,392992.880244322,2268.96572720183,167536.938557435
1468298.838625,381107.060919754,2225.74971184718,159748.804824621
1476862.90786183,382958.378434102,2247.42475214188,157853.176562182
1614907.349136,418509.294582501,2467.7103417071,170576.068015157
1667886.89142562,431481.323346827,2596.3494703423,172499.59594106
1625307.9981468,419138.812150141,2583.44333053685,162626.301725861
1681199.40074692,431097.225489212,2706.3136451027,158833.463797317
1622321.70327665,415076.567917637,2654.22457716069,151198.317355121
1678744.88018834,426859.539422526,2766.69304283988,147628.58689995
1606536.20619614,406777.658129006,2678.9716494859,137232.90133328
1557704.84697021,393844.184010258,2603.81368834366,133894.252833123
1017189.24726465,256775.329923077,1695.25551864517,87661.6527881105
1488015.15875952,375051.941008144,2338.14427836949,127863.729393447
1434281.52554113,360128.432777567,2252.86426450409,120035.614137894
605504.375886105,151534.098707613,945.270502649833,49728.5601211112
1283248.54451354,320188.962030395,1813.79451593809,103092.562047741
1365245.05353778,336136.502955816,1916.48655624109,94261.3818189913
1310361.95264494,318332.899865562,1846.82063869238,77959.1561032161
1291365.9661824,309544.316319813,1814.09514173003,66339.2097953577
1293709.71101465,306001.8772708,1808.16622703886,57609.7313388334
1307525.82235176,305187.550974062,1820.11043143582,50652.2450685791
1285237.14883685,296035.611442181,1785.94282450109,43479.8497124569
1258358.75493639,286047.730670267,1741.22744519317,37357.7651037734
1234397.09089437,276749.08654848,1696.36308063354,31573.929478298
1210493.84353866,267714.328420925,1648.94651649208,26926.9871757672
1190444.86122857,259665.708995319,1604.7852859787,22889.4453741118
1168829.74744582,251432.460792133,1557.78707665646,19388.3189171327
1149014.19352769,243794.613668192,1512.43421529754,16622.5060319366
1127816.54803557,236043.189400897,1465.14546105833,14326.8059023772
1109909.27216176,229171.019053789,1421.8961663581,12553.4669092596
1093928.66548211,222787.808951332,1381.58611861015,10870.9407257766
1076222.4620517,216167.104183462,1339.94391577041,9332.33885674168
1057918.61941244,209624.495164936,1298.09101299733,8252.64820807629
1046805.84829688,204645.648744341,1265.39576314929,7466.78136142016
1031309.48329169,198862.790458508,1228.97441417366,6552.195826001
1014256.81782178,192968.816483947,1191.40639271297,6038.30837982227
963976.063485026,180881.705938651,1115.81918892297,5110.14907269722
1000499.91157668,185164.373788549,1135.23835044167,4762.07222485386
990757.737482569,180892.695106735,1111.30090985481,4432.52536661501
978575.342308737,176273.24456909,1085.36380950763,4158.4364667962
964479.050216945,171375.483204782,1057.6084937484,3787.5062826481
951434.71732884,166757.059585451,1031.01772014283,3461.82338648753
941560.95698539,162785.536227486,1008.05460581594,3216.71209772815
931046.847154008,158812.888753128,985.084131166621,3131.92799136723
915651.715240607,154029.188376757,957.516996082323,2777.74482801539
912585.340677454,151398.170215467,942.522895875379,2536.5121054485
905056.817302728,148147.831062824,924.484798145818,2598.77238164611
847520.380309069,136887.011614998,856.590005301413,2517.21393706009
884873.218590497,141007.277334353,877.778320878658,2612.76592456662
898548.49436924,141285.825630148,882.918308610622,2708.62094750949
834914.008011437,129518.127805411,815.770379140186,2473.23173632778
880094.21596951,134694.078732599,846.392465415909,2531.05892147021
868635.371724282,131175.137423766,830.823584879591,2529.31700967445
889271.382189171,132520.355630196,844.953142629514,2657.02083768162
1208818.53686036,177725.006583393,1146.42313845459,3536.79884435109
1634026.09645194,237011.3648548,1635.49759688164,4896.66267560353
1518164.22657183,217061.356550005,1695.37655932036,4190.97070881949
1523972.28813349,214809.526649061,1819.92103818733,3931.23784612169
1522113.98017371,211622.165261912,1917.9357884125,4150.95851193297
1484149.76474795,203447.911954791,1951.45891298937,3894.48809078734
1439705.75686004,194616.905863759,1949.87804918495,3740.29975308245
1433130.96419001,191084.887571897,1977.61002511081,3821.32904397154
1410920.19294941,185472.208955062,1975.55049211435,3484.87921001915
1368834.29701364,177461.718485828,1934.67526339133,3366.84460170864
1481202.62674689,189415.354230279,2099.30517824948,3712.53488239628
1014198.66521293,127937.109822097,1459.84387397891,2648.6609096306
1454087.8087788,181000.621437007,2005.83619078412,3870.87615070011
1340936.74841262,164665.235079563,1881.36941660792,3695.24533367708
1329067.72804659,160999.436739467,1865.65109663691,3668.95402222842
1317138.38558014,157346.16578451,1846.98588758562,3438.2184478274
1307112.96085156,153954.431002279,1828.64628317252,3106.39574300476
1296740.7720247,150701.750724624,1808.33022380532,3278.2920567345
1345184.61033623,154231.2103254,1868.43279476884,3475.71853401232
917209.965625312,103726.331474023,1277.13586068589,2333.13944343566
1308079.72779124,145932.572654671,1731.20725940948,3152.04827862441
1287537.59901899,141728.400093469,1713.99172457495,3240.83031348773
1306553.28605532,141900.634561154,1743.23887863882,3357.6369036684
1280063.49772539,137131.301706239,1715.1639030964,3195.12869056475
1335697.59329038,141172.121980005,1790.08297033498,3340.33442871617
1272462.52252554,132714.691254345,1717.45414944336,3320.58063809251
1252532.57018524,128927.307673008,1687.22743100697,3402.38788848145
1234107.8226849,125358.104827212,1655.49048487588,3405.51273653543
1144347.68240013,114730.473604076,1526.12852494089,3272.40273037737
1142187.24243864,113142.332953568,1498.54284497211,3784.60769941783
1122862.14796146,109858.936389293,1452.39169924156,3991.22428503438
1106480.83741902,107025.15966093,1410.41216183403,4548.99330602476
1088342.14233781,104039.606686867,1367.13528712277,4835.48262749414
1222107.9099949,115498.250189416,1512.45454698062,5904.31873486657
1358259.83462005,126761.706225176,1690.21306419968,6473.93120867113
1265796.17420915,116808.935943046,1611.2313634968,6610.67448017306
1319275.68348441,120349.791514905,1690.35222217754,7224.23455780495
1734404.35432922,156449.060509764,2249.89794376013,10043.4365862309
1741269.93076244,155001.009523815,2402.97474496434,9498.01431984176
1778313.90989245,156403.949369079,2579.31975794473,9937.90118043176
1855809.81215626,161364.892816848,2812.48038860638,10978.527054769
1997688.96544805,171442.726943161,3161.97680721002,11249.652846373
1727046.99753339,146185.618107949,2871.56538422984,8948.50004151055
1402079.0881129,117115.936412008,2361.60787099904,6869.92233575008
1420141.34803002,117373.531392187,2340.79656929795,7735.70747971649
1437019.61868768,117421.973824834,2329.34826128095,8113.84114126029
1451271.52852168,117288.110056133,2323.15871863599,8613.13428643083
1812179.52904734,144666.127836238,2874.37131800304,10442.4609574202
1147857.24105658,90625.8929405225,1875.3645271014,6995.65878462412
1168869.84150976,91348.0173801756,1827.17124163629,7542.70606324426
1523052.31726384,117632.010383573,2295.91051452841,9526.69815677226
1173501.20517884,89557.8097025103,1783.16539919733,7182.20874628963
1524528.12389267,115096.373470413,2243.30943033679,9540.61421181842
1509356.60656873,112608.190410602,2248.16916990771,9265.99807059591
1717696.25580555,126731.423183977,2579.94514498629,10708.6274004434
1672826.15199239,122181.499617206,2587.79023436113,11139.0202389871
1455190.52448803,105225.084914057,2294.95600806827,10201.0702974012
1592853.85852684,113884.472382385,2494.61280023255,10953.4403539054
1402734.54024474,99056.3217581264,2215.87053507554,9090.34602698794
1492868.00522569,104251.348832822,2328.02394989354,9612.52455899588
1380980.26221115,95524.9110881652,2150.615504752,9490.39273786558
1467586.49637328,100548.270459551,2255.56030045722,10545.664667412
992914.179782274,67315.0854039231,1523.22495096958,7149.57521504004
968469.436353229,64987.257988187,1407.24842709854,6940.38093071333
1300359.33955839,86315.5204567501,1795.82820202373,9059.32077062475
1353384.50337927,88679.028610569,1861.69007701304,8547.6745061642
1347773.09977146,87232.2637546749,1859.60050760526,8010.84319932891
1441727.08189656,92449.8064573815,1992.87351715505,9211.46761744828
1341809.82689486,85149.0225788887,1878.41550443558,8696.97511776958
1456406.79668509,91571.7683890793,2036.19414341218,9946.76661044806
1311778.54560946,81605.3069756662,1856.80110647175,8908.06239702225
1291939.89658807,79384.1363371583,1816.55055128675,8144.72379379542
1406850.34417495,85341.0940115852,1962.3324994399,8105.93589683869
1254051.69960848,75466.8762966004,1761.18828797818,8131.2746153565
1235743.95568618,73781.0907299792,1714.09303158945,8745.38852362528
1345661.26513571,79652.0618913579,1842.9126324615,9937.03528851599
1316078.42984929,77165.0687209718,1806.87718763729,9819.40794708946
794988.101590435,46143.458969112,1089.80363370057,5858.07977112346
