"doc_r_out","doc_l_out","poc_r_out","poc_l_out"
903920.954778144,283275.942562504,862.086810089481,144688.863324105
498237.734892873,150606.642366136,498.892991140198,75745.6851313867
1006033.40779904,303555.675184239,909.771961305441,145752.595864673
817349.325608785,248252.496509427,743.523995385759,121937.211632257
395824.066632633,118943.799464358,371.233416545158,60544.9382593143
721699.374157082,217763.617682752,604.903484973362,110631.672297654
331048.115159297,100666.022072142,277.583351131007,55094.0788942625
636034.692615423,189923.546822766,504.869290124601,96523.4776281428
826601.1921362,246360.855724548,635.816893128843,122210.038476468
633920.811305231,191398.366251592,487.680631179071,101126.930501001
854996.613766711,260664.815271599,631.312187525182,141406.543936243
832802.370451657,252346.527459628,624.215162065766,125573.010624224
292440.207130306,89971.6334251359,220.840807595769,48023.7661903489
279312.701037221,87054.34845015,195.379942260238,51367.8324654693
265867.12900537,83929.2850451661,164.069825876602,50172.8170214987
472710.800863041,151132.880019269,262.873010877788,92399.0006669638
252811.629289667,80730.3153096403,145.704947316008,49558.839699282
714153.799764268,227955.143577931,393.99587817893,141956.676088644
236820.141673869,75158.0176675125,138.525280701933,43876.2921795272
234391.994125519,74772.1376789056,122.639277904966,42729.3558100236
220806.287965025,71140.3323389959,104.50168008332,41247.3118013116
212370.241458644,67725.9733799178,90.8393583503229,34826.9414170392
643238.021149239,204094.019533301,260.473786785071,102902.004816519
328470.81804662,103905.063866219,146.616173624024,51062.0557621523
951168.717605437,302397.382271864,421.188563238478,161515.814549751
414481.425759527,131408.046199118,223.549976481288,71286.1814272017
499975.430656857,157723.167676855,266.123069916739,83857.9530607972
528169.197348061,166337.408418506,286.259740220255,87585.7245926032
920542.816292013,290130.647648184,512.771811435927,156058.187289212
557356.804950527,174831.08083088,337.809190850503,92429.4768559887
464175.657174754,144949.327009729,275.67844162459,71565.9981953699
952616.076806533,297704.321424042,542.530227699844,143731.51242825
913343.117093694,286647.609882148,569.834494067826,139629.115513307
490558.775016601,153879.120557112,325.529441843498,72857.0227618716
480031.893895441,150181.621389457,303.479905454697,68064.4646439872
973603.633780474,302535.429209985,588.388274530339,127395.16581041
449313.217427968,140082.02427884,295.099836848416,60432.9453429666
442696.602523019,137939.051866556,274.637344670716,58526.7264197979
582848.587616037,181291.989701288,343.229221042166,75002.1169762276
577084.89457773,179257.77409006,337.068321068183,72799.1126274327
568310.328598877,176225.757724388,329.19826936028,70109.0686319939
918375.632732808,284537.22756864,527.077721584726,112044.241400209
549608.641066187,170502.14673831,342.654687781866,67990.3731848139
544097.840335368,167423.044034314,330.942019468583,61551.0771925809
873835.948679625,267351.349655791,519.654800493416,93556.1618803216
847935.491448253,258123.748944101,537.801498031293,87317.6402560801
556222.757931337,169439.203392224,369.058935998731,59155.1339408282
893316.709232385,272690.181091122,574.476427099045,98792.8667709011
408160.3458423,124748.256736625,276.763424979895,46308.3761220311
905579.939931744,276614.713999915,572.793307469616,102524.214432207
887939.232285428,271430.630889399,596.040505357438,102128.627003412
380197.785935981,115734.551447444,266.558895714818,41981.4943715771
372772.081667792,113265.351305032,241.42422632877,40557.582688946
837923.000808561,254292.286700924,504.158577686987,90511.1553988674
352083.817822216,106359.675741887,223.663276014878,36426.5963925974
840988.654667742,252933.912901149,494.639219365906,83469.5908504843
795576.295675785,239007.921200176,496.873262576586,79488.8545974015
789631.996655251,237175.618953738,511.748792463343,80093.3837482042
638230.291438204,191196.04951348,425.682747392057,63632.5861133151
837993.337548332,250738.302418661,552.549400691343,83543.3789464255
798086.498851508,237805.126417211,545.957838472531,76742.2998145441
825473.006282749,245534.403137062,576.743521172078,79060.3879608981
776521.57535619,228012.784071146,555.387238420123,63909.1131846301
815375.381985687,236404.482845446,588.31702188188,57946.3871648556
791474.413096031,226589.584683264,580.067372391901,48727.2923079763
735633.020800056,207970.574398023,543.449739573881,39382.8057483546
799967.939525548,223303.397205611,587.988723561977,37207.0440880689
743754.054221999,204999.052295899,551.810472821167,30211.9444932705
825661.88077062,224767.523833236,610.175023343234,29580.2927845885
789470.791061609,212266.358030576,591.594808901496,25117.423277104
791933.36839673,210322.088828967,595.879234138576,22534.7405809964
807145.318448935,211741.629224944,609.749886913931,20668.718527253
797403.817574482,206641.38184072,606.319451074931,18538.529761918
278800.386995765,71373.3223649598,212.72955746376,5933.5640423158
276793.891223245,70020.2489121736,189.442986254106,5393.40289347772
272734.462388641,68186.4605359508,168.584866428742,4935.1517949087
265375.024377988,65539.6042188463,149.101339261479,4362.18443662861
274793.420984321,67052.795553082,141.097866834526,4174.0463273866
272498.766644475,65725.4772268299,129.257506058813,3960.73908379881
271483.541115228,64701.2401697332,119.765839367619,3693.42492227944
269272.971363225,63429.5044327126,111.250686485494,3521.65493584957
267981.538979083,62380.9648367695,104.330315036098,3334.58690419311
266513.529522799,61327.7298844288,98.3782457161032,3249.22309813263
266647.181117566,60662.9679724044,93.8530372483699,3221.59899624427
264189.491342272,59397.9644556074,89.1950341124568,3063.71093236817
263160.157601107,58502.1356200625,85.5805238027201,3060.03258828592
261696.136985023,57517.33907286,82.3412885825977,3020.21329472277
261180.998520411,56759.9691353423,79.8106854258794,3014.23636400496
260926.607115615,56069.780570861,77.7321262751522,3012.71486406697
260455.538207023,55335.2287388166,75.9114997374789,2979.44203306393
411780.037562822,86470.5930498574,117.766391855021,4567.98299465031
254816.618442848,52886.8158892453,77.8130121359622,2760.89796423735
286081.066690724,58701.5169649671,84.9199600820613,3068.64209497136
294205.380471645,59667.2185846238,86.6891904997769,3064.94902492187
295346.875475254,59239.4883727197,86.8735717668262,3139.83097503264
294738.304356515,58420.4649045062,86.6299381281535,2995.05619881402
295066.706155056,57813.0309094674,86.6528847730478,2946.08392075895
294683.1558214,57084.6990437875,86.5031495175792,2937.84689628942
293740.433612252,56245.2553176253,86.1868022203563,2866.98970235784
292530.821022177,55395.2040271361,85.7641077505675,2912.37520395083
290868.723732078,54453.5814890071,85.1732224919303,2867.59392287053
289559.705313259,53617.7268468599,84.6356792692812,2933.28484746963
287171.395166116,52596.7751696315,83.7582656996881,2974.04027202461
285592.809252481,51716.547321705,83.0483342394074,2919.32790694262
275023.713966706,49258.0689237902,79.7124523684673,2848.66257472612
359861.416526316,63736.746339945,103.417226197475,3715.12948836916
712055.604507037,124660.972987269,212.835085346759,7136.53770837736
473036.676605599,81813.4312111858,172.614610262783,4517.566786249
648325.641756241,110886.907127482,247.759212622873,6287.4236590106
622544.504904879,105279.572149095,264.397561661415,6087.3610910099
971474.543917652,162438.604600973,443.328672059927,9525.86140481172
1138670.1634544,188226.820455894,613.475254123926,11286.7146929153
1016441.86220278,166065.358530754,645.123387213699,10078.7215983049
1099879.65683117,177644.90509536,765.130239291552,10982.6121669262
1020721.79858431,162861.352968384,775.911775436058,9804.59975676623
1069395.08102857,168578.33638833,857.289707322957,9937.8681006709
1009524.43464267,157335.290836425,852.316920716672,9546.12621541527
1098489.59778018,169263.676907967,956.221117430106,10511.6929876012
1680739.60005931,256045.541420497,1523.94327626314,16258.0214995907
1639725.02487266,246730.261235563,1689.01443581386,15480.1387963204
1620369.68466002,240974.346269782,1825.93646065724,15517.5130876629
1604237.81261618,235765.520512599,1932.90268210843,15398.5191123288
1594001.7130701,231489.648640156,2020.61796812032,15240.7779994884
1538750.04247906,220616.632002328,2028.93969310673,13806.9434752759
1522429.0964112,215508.690841855,2058.93961683085,12898.0502554424
1489030.96806189,208141.440991985,2052.06430401611,12081.1167822554
1455153.17369451,201006.070195468,2028.93922879565,11912.8499869863
1429486.01536923,195033.846760558,2004.77966719881,11369.5958716367
1410655.71983076,190262.783741798,1982.16282412547,11570.3157189375
1381634.07503328,184222.279220886,1940.29745014868,11610.7422608745
1346785.43602423,177539.902484716,1884.20336381088,11557.5014038375
1334727.80506148,173964.662096963,1853.94644823375,11654.9797930697
1293910.9482213,166739.928083766,1783.84058530169,11431.9931981464
1598700.00778996,203698.490620312,2179.73002111508,14244.1902863877
1749037.32992952,220011.294740111,2446.90485180804,14533.0299114694
1647759.97179555,204720.080036668,2393.48592136027,13284.8772681828
1637427.49955416,201134.649620067,2425.56050094868,13581.3440429885
1620043.9913712,196743.849258028,2436.05933085231,13713.7315204058
1779032.15481495,213605.904446278,2703.44023122389,15295.2355008725
2030221.44390275,240973.619247034,3163.0942009164,17646.2241734145
1687099.30268614,197912.679248594,2749.55503296317,14754.7644488913
2252864.24577325,261269.92886338,3684.62703856801,19754.7714863718
1971032.97748776,225866.542959721,3408.93037750943,17241.2092828077
2287707.62718727,258861.156766663,4034.59051202745,19003.4290834215
2222118.99047147,248486.43419418,4092.73496730989,18672.9420246471
2148722.32687294,237466.929882468,4075.60205726752,18189.5028102156
2093286.83106588,228520.693116361,4042.12664531639,17293.412863585
2138492.23991053,230414.05158008,4171.64450231376,16435.775817242
2108362.13261726,224426.777474016,4162.20022992869,16058.0017805249
2427318.64775807,255377.008701156,4827.39751338975,18749.2866820549
2465216.31798512,256121.146603843,5055.44436480938,18561.8312795822
3003946.13098142,307918.656675153,6332.81892691224,21029.6173009777
3100250.41524859,313637.833374514,6944.48321474823,21200.6430683725
3276936.45990006,327054.538239987,7749.03789895027,21504.6722388732
3289061.39165877,324007.90215575,8209.2867477522,21578.7599360329
3107067.23312379,302231.627385278,8099.76682455381,20837.6575708405
2926027.91161093,280854.898012167,7814.93163846304,19042.1400536636
2805254.2170521,265954.12124088,7562.21191681019,18637.0176913405
2715584.34994866,254009.355350663,7324.90614419893,17107.0340049058
2647156.69677208,244572.472520182,7105.95200869768,16910.2797373401
2567740.45680104,234121.082176131,6836.52038283622,15693.4794607708
2484782.09967257,223658.909900192,6538.55522659128,14831.7968635629
2422825.98938993,215263.216335873,6280.63404344702,13976.236490809
2359274.15910568,206829.842579228,6015.1038443124,12846.6362009091
2303936.69496863,199340.633971807,5768.24578488865,12053.0876582701
2244232.74277596,191448.028460903,5512.63469254583,10524.7693816558
2191590.5901444,184355.479857678,5275.73814852211,9326.05441141081
2123752.27987605,176256.122548419,5007.33573771288,8582.97800537835
2128227.51255709,174449.856586425,4906.9663545829,8908.60365151699
2122535.16974899,171886.882569937,4802.05337407718,9318.39347278745
2038514.65171674,163032.946407828,4535.79234434819,9047.63737721909
1992110.45318832,157192.428405146,4344.10002192668,8266.45835288133
1931701.57273802,150613.679714705,4126.37953608722,8417.39652744824
2056903.58923612,158344.22806728,4297.69330509352,8789.21461125559
2164656.49426958,164641.446871793,4478.98998854711,9590.34580440232
2132021.96232358,159963.760335179,4409.86148801193,8749.44147051234
2279886.1065975,169014.648506648,4702.37498525194,9794.89611751825
2887831.38945428,211480.336765643,6006.47787801461,12779.5078272585
2813390.22379289,203326.147698307,6151.94336154616,12333.0592419369
3277014.12268934,233819.833989804,7419.97278072406,14563.6936349938
3251893.7652005,228653.932917461,7801.28169833141,13230.7524351998
3184411.57687824,220781.547587881,7984.30328088769,12419.7182847932
3104264.98578105,220371.889248112,8031.04461085983,44243.505204763
3031645.97216876,218742.789535231,8006.83155399403,64272.5528430031
2995980.84737722,215729.995543164,8013.30021676325,65732.841870511
2956021.7694053,215966.617642226,7971.94301784113,80893.8641734037
2875104.12055719,208889.804563068,7788.17932339819,75303.0088302638
2839206.38508856,204743.932654384,7683.38595121747,69913.5215066594
3174262.36130407,227645.464736551,8564.23518861243,75726.4341539947
3274093.04446097,238440.930475209,8973.31318287814,95979.3912031308
3136720.88222852,230929.245224376,8753.25294552645,102870.481246666
3105602.12483379,228186.678664902,8730.132057061,99461.0144170818
3008488.57409702,220379.552807901,8492.82942640324,93514.8185928293
2921205.02541052,216709.140711581,8231.34198744004,101995.393277894
2626845.58238767,195176.903068201,7354.97161714509,91759.8457279481
2539999.55140707,191475.065817614,6961.5335084486,98527.0988207222
2562294.88073162,196062.186643867,6861.58591875571,108396.907874914
2464683.06610564,191322.437231212,6477.68054588886,111482.283392067
2340340.68676158,184108.810656085,6018.76785094121,111131.785366777
2303063.08402296,179981.853765173,5770.79448924386,99465.6679441676
2240800.34554538,177275.124727346,5477.76160327733,102020.220564722
1900304.47134053,152587.835069388,4530.01452872176,92042.1976413941
2412351.39367164,196968.214698104,5505.7982991066,124371.03544789
2621497.32885724,217026.067168994,5958.68972076946,140218.996851367
2641321.87323313,219504.528843221,6064.31314337894,137187.336979669
2184331.26253552,181121.569926008,5062.77640055885,106356.448847882
2767698.65813326,233607.534102582,6277.68402069794,145605.460313081
2637683.66382296,225391.780907571,6100.13951970966,143299.205877318
2526329.22096874,217688.762723602,5887.33154392448,137676.630694343
2364902.81753277,205541.220917046,5506.58529330864,129594.22948807
1957957.28330406,170297.089174338,4579.18146873719,102637.853440436
2636948.49718071,235018.272981331,5870.62032036138,152545.492845699
2792930.21813442,251509.900377521,6554.91009366945,164156.645683333
2484387.87163965,224679.101204013,6647.47938144953,155647.30758984
2362213.07007639,212452.20179459,6432.55948805609,140662.122941074
1487842.40368192,133294.419373188,3889.28272110633,80761.6814310909
1377868.94071538,127135.389483398,3142.48553509445,83579.4626640687
2206486.81106687,217300.118200449,4316.3643645007,171885.852676862
2135385.0835261,210658.030453217,4245.70978856264,136159.459480795
3076900.56249412,312134.948072333,6731.05576276964,232367.826202534
2946902.26027016,291793.905115804,7337.22118823583,194417.224442925
3212396.61102678,323503.167467706,8272.57502505367,228310.749859736
2843961.0652153,290981.183925602,7640.08935170958,209763.550428138
3143540.83672739,328433.975667516,8375.39796611002,236914.533477142
2858267.87281497,304296.981521658,7762.65296828024,215372.141381926
2792092.72902216,295714.036600433,7722.28008135699,200529.013213871
2839743.39981543,301712.875450294,7892.86751413362,204982.33909387
2700672.6574186,293938.441841518,7366.08135749373,204602.983699555
2587735.92664447,286830.212896956,6866.87243573435,196350.18461567
2581711.38628901,296542.242894615,6636.5038979429,216993.662212147
2992429.78081214,340969.954371282,8135.26713017191,261585.264194852
3070766.55339509,352599.94375598,8544.76381949025,270488.417520295
2993657.68143846,348789.313477199,8422.20973824735,266819.150541439
2948096.72516874,344476.917071201,8445.05725715567,261010.394162738
3558327.34948176,422928.715033616,10031.8568285167,313171.871611652
3403138.89148131,401324.582728109,10344.6586571612,298668.58871456
3314646.62514311,395045.82780864,10094.2918590482,279433.194164247
3215060.95248029,392656.807531644,9738.57127636814,281621.640390816
3053573.6156378,388750.343733426,9102.3298129438,293576.88892975
2905056.81192833,385467.521897955,8403.90391239277,296054.708589956
3633530.10164957,468595.544804906,11114.2960848469,353478.691239054
4850751.64498961,633187.499273787,15151.434931042,437490.693372752
4709303.0683122,629707.180068855,16875.782008033,428900.870343355
5999743.39884133,840420.041712882,22941.7134261278,687493.668833045
5868105.45105308,831692.755401183,25472.5811342849,611355.719664541
6338417.47424529,914941.344352057,29248.2717709865,660235.082212306
4854889.64931215,715635.378258268,23950.7442688977,502467.945442994
5335752.28751487,837053.073306714,24888.2111613229,688990.810932008
5086027.87150115,803908.002427029,23641.8179203019,599092.720603738
4923000.75684798,744164.148505566,23028.7007565861,515641.858615935
4801406.48911248,752092.008826883,21758.6869501413,553183.385881126
4634689.71793259,740007.414140539,20393.2777541323,528493.637242646
4359489.44610627,698283.03537367,18538.6736970129,446276.397994336
5572773.24639478,914544.270766146,22606.0436565515,596864.274879286
5151029.10024206,837500.309096531,22574.271019412,540268.138473843
4936941.76609182,817427.272060971,21808.3976458651,567848.723009649
4607028.13940416,749880.368598147,20520.9530483295,516249.472839509
4300125.04147841,711644.51531786,18357.3854155601,475653.959257637
3875380.37503756,664503.690529821,15714.1129251886,474646.079225192
2475981.74059168,429354.339851177,9382.17869125032,283824.889993126
3501089.26282536,598252.588356524,11201.8728781165,315550.755483271
3269806.11874339,580530.294113937,10327.9678923853,382774.090529169
2217980.76943634,385315.501806583,7141.07615502145,254479.877476179
2751980.70644035,487616.021611631,7678.57133093933,316784.483533786
2656779.29088175,458519.153406001,7241.20345364228,253791.551247713
2474719.27493772,424059.050506296,6352.76439767984,206346.340601208
2306217.47507099,383688.077278014,6010.41053872249,205672.414893136
2191244.07954391,369016.041991639,5283.77207953811,200569.932169587
1702526.21564296,288569.003577824,3806.35204109143,152225.97636335
1906550.69999354,329883.846419657,3700.48921400776,184153.570931809
1724519.32875805,289135.729392636,3470.72542189117,163868.460729384
1665045.46173362,272217.56023605,3211.77925978909,142790.630839631
1403400.99498742,230173.823466267,2480.88260834108,115273.64887875
1242105.02084756,200398.317294951,1977.16987137479,83850.3578855262
1405189.06375813,224863.571241674,2005.95959722894,87820.1642764108
1323123.23362481,209292.528641675,1796.87013334609,74644.23078663
1610448.82428251,250972.625871923,2067.06890499346,81283.1921968901
1501675.63305047,223535.887868251,2120.40570474382,71295.2452353127
1477012.55745745,217687.374839846,2033.89859576336,69184.1245059623
1443415.10301705,210203.723248823,1940.35990010586,65961.7676596076
1403204.95706939,200270.855480823,1882.29913498164,64947.5206076349
1349220.03924793,194628.361482323,1752.19780870898,78300.469664651
1329570.05576583,187321.346165034,1667.14218364762,60503.5107288149
592958.004470092,81890.8695323431,745.859729124676,29204.4029632484
554937.177714718,78976.8386981987,545.453532682117,38519.5800574431
860563.606838018,118145.136442957,772.03994120057,52922.436233084
1147104.6531832,151981.309770196,1036.56667149283,58385.9666260547
1108318.40582528,147806.540478114,1047.43223148216,63435.4633093778
1018244.7003662,134738.22083728,980.000339106529,55054.6713221031
1053477.06887883,137980.511518017,994.046031256889,51918.9746549494
1000530.13265545,134464.432287068,943.289096739616,65213.0522330784
1908166.29662109,258325.462584383,1781.71268500816,131454.498678972
3897149.77938461,527861.319601557,4621.00314541783,281166.941980323
3506816.91560637,484815.248595099,6684.37728835484,281939.692079292
3565967.10487374,492881.412870283,8272.77086131589,264927.046487184
2890141.39042604,412494.747000493,7523.63355000565,256035.116757987
2844086.26791686,403706.595491398,7258.41466539247,251325.567190872
2402417.41368699,340907.68120257,6085.72982744303,200543.509779669
1786078.45457868,262956.393934563,4274.72958832273,174447.871907575
1686873.74679526,258230.502767547,3548.89612957325,183058.866784026
1860783.84204081,281616.856554201,3655.46171856777,192431.153381051
1812808.84731479,276199.329480547,3419.1805733119,181848.732657658
1419383.5614598,218268.972455778,2589.97322156201,143404.454009103
1382454.7349185,216776.440909865,2274.86141958881,139955.32656821
2259357.74200776,358137.242276801,3457.88367744,226659.43464359
1217830.43099144,195314.083858035,2057.8306266388,122563.635474215
1223662.00294286,193778.12789658,1900.10620727993,118019.382833751
1746192.94313594,277285.004250275,2492.9739691462,160232.05108125
1341038.45549244,210882.241250258,1967.19620554787,105244.972294741
1295867.934358,205210.966008142,1809.76750802692,105707.476693748
1880803.47672188,293600.344983019,2492.69385609228,127214.292915815
1794639.3286125,283843.359558446,2580.77981886071,139108.584922787
1509071.35731494,236577.060369012,2282.68043234887,120921.266824509
1729418.46990053,274896.359777911,2534.78418863182,146174.775370814
1636839.96686783,261648.53756044,2439.36706115709,135530.736648915
2699903.22684964,428850.112465427,4002.55667488214,199198.520999454
2469273.23586729,397476.99844254,4386.86635577239,218589.654995638
1697246.87940624,275678.850984318,3238.67188097278,150015.825461589
2033953.49748918,329205.026686791,3650.27085207109,172538.162755945
1613585.40461237,266944.493902011,2914.41032364363,156280.267759923
1245666.30416003,207370.300362947,2141.89546275937,127897.741201214
1471114.97700824,246143.862278673,2296.24791478709,150103.983633342
1778942.04054361,294928.500759308,2686.29052007887,164901.785419802
1682330.66563602,288733.156580494,2580.77922041855,184080.66308573
915964.932658866,162141.896058116,1398.5121167923,109888.736798695
1141767.65072639,200464.930570377,1549.23765366689,126916.264271016
1723867.18736473,304289.853401385,2180.68105042636,178868.484401852
1636616.77455929,297652.492736832,2202.34224767878,190750.46738796
2005124.99578045,369905.573398879,2823.11188165005,257491.152176392
2441177.60689299,446632.622532503,3802.93488794368,329008.070345009
2093999.15363478,394007.36623083,3605.64109737153,294857.583079543
2524710.66815751,488184.937916472,4451.63853205809,367395.881692583
2108990.93573195,415123.822608275,3997.1686155927,300921.798414296
1541112.67952993,293458.614950128,2959.53830905331,185636.762260411
2075451.85728517,402443.858073197,3705.18245710501,257091.334320956
2029948.24710762,388948.82813568,3696.20592007837,226015.257826386
2394587.82529752,472529.144328156,4386.94903277165,314684.869515949
2315143.10294258,468192.870845518,4441.28716504308,330809.696681643
2613190.69447265,528606.1843018,5148.40399131725,353339.050806807
2673102.43557847,551662.982695126,5531.26574267919,385395.322887492
3126928.63963134,656391.162665529,6719.60636595121,452320.911277551
2632413.46783809,552097.364889476,6131.22860165003,377430.343730246
3282535.49359025,682708.965811156,7672.25943397279,409517.269716207
3388449.72479811,698716.031917831,8402.89898706371,371629.964262574
4297780.1632417,904152.676915569,11231.9398506639,523984.731500469
3742228.2074998,780136.594326794,11126.8772697845,536047.127300505
3453596.91400124,707573.175739145,10718.804144588,494467.128198434
3499402.92985909,716960.305908184,10994.0987690993,518688.818520909
3885719.70957065,776778.616052795,12448.0919645264,523314.120442747
3488969.36091075,688323.29111069,11483.1322093408,431630.225494217
3460602.92734429,690758.269457002,11244.1727061704,434958.534505789
3410435.2271949,695171.216098975,10941.420118596,459397.341915981
2571523.24651973,514767.333317534,8290.89196403889,306274.543323226
2857165.1264723,568001.567425115,8829.70387931138,330905.179126801
2384305.55392894,491698.603693155,7083.2859111183,332640.347942335
1934998.05917284,402795.727792689,5698.75010017074,300499.904900601
1631361.60748817,347245.349544387,4447.00644777738,267004.481734716
1507322.38813376,327623.506337666,3747.89709513522,253536.287913096
2405224.16562819,520519.765626018,5919.70171069011,417012.477119492
2697322.83060781,580787.327477346,6865.96311074981,469420.787290109
2569659.94294621,549366.415411161,6873.74425322413,453166.210376005
1480232.92443434,310896.365373871,4127.98399023186,252833.395625929
1741645.9628067,360695.112830584,4564.94232548523,265248.471363309
2343476.96741865,484749.830988513,5912.87550315963,343029.146573577
1000839.13531461,209548.042177364,2452.7870591237,147046.620506309
1157896.33478479,241504.528369617,2778.97428263954,173124.377522297
903639.709766404,187277.840409829,1984.63052669899,122106.91636037
842324.333048247,179227.73384887,1711.07154220966,128506.342295696
1579768.65254,343544.071461767,2898.8209236635,257804.667167981
1895301.07633436,417363.720330401,3337.08511272065,325855.926446698
1816745.15620228,406145.647903375,3180.55270853717,312771.688929606
1744743.05185655,396457.291152387,3020.17099821761,303405.55386966
1673341.46240267,386207.27360218,2851.6937795984,293126.086888894
2310403.48508494,537340.346775034,3861.76737093775,391130.725635629
2665326.20255067,623119.808623694,4627.17525148768,433778.830375334
1971145.85463919,458247.619432615,3629.39447785602,290993.631199713
1983156.49961745,458289.756910601,3627.43622026253,266707.419645097
2312954.18876737,542676.226053583,4211.29108635656,331442.602226425
2518273.46774167,601572.354368046,4687.4358595428,387289.317625888
2401640.8732344,577748.558947595,4623.04420563552,366266.696314641
2282647.64015951,549510.691927603,4477.0042148434,331990.534657573
1644049.36818724,400497.194671372,3246.3272043186,247173.554989483
1558570.95769633,376071.793570467,2951.60713279972,208032.561998784
922836.567140148,224984.683115965,1673.85815763044,127905.49679492
1004132.47131862,247818.82692828,1662.07076313094,145229.777554694
841546.484658878,209743.267880541,1290.96946328523,124233.971688994
802615.847395558,198234.127013993,1130.90984220649,105479.171824263
763404.699460276,191175.287380423,991.400655805741,107338.336787247
727271.893799582,184465.422865276,873.093890012497,107268.866968811
689660.473030768,173522.038792626,767.620234009055,91289.3043222974
659370.217387781,165968.972972196,681.987171000654,84566.5990409728
628678.017055342,159794.524276695,605.998126061439,84437.241570605
598538.598642183,153129.150244968,538.993802592563,81533.2669296344
568922.404483405,145961.691251736,479.620089634617,76278.0514757575
1073226.78681948,275026.762896219,848.46922805421,137612.975806814
758233.335281931,195895.642038642,621.95927697915,101012.010580745
614783.270437993,160351.136327277,491.378542535322,85297.6617276377
592048.400555013,155458.342811051,450.407675555103,83207.7092280775
570794.075208058,150293.135857458,413.932439492454,78815.8932689825
1438646.06771811,382350.613859438,995.962895664262,205802.794504938
965495.385471823,258595.467428469,764.622804261244,141294.28284797
1538017.61206236,415051.991970568,1239.98733306342,228764.188156426
1483341.12978339,402894.114423622,1338.24711653541,222760.708491609
1437367.93140914,389937.957009787,1400.95615631495,205691.847388104
1402188.46018769,382271.012950943,1442.52249107367,201615.102519552
1393086.97697923,379370.460246131,1489.25042521546,191996.043072874
1914639.3516881,521698.173625195,2108.99605303895,257778.932449695
1835246.69149254,501688.287509316,2211.78726273975,248297.087765725
1843114.83152657,504994.495257567,2359.89137114165,248511.837899603
1890105.26797835,517070.095642728,2541.35262040111,246240.290502395
1844777.68030196,500873.850354496,2592.28152615483,221246.717076499
1834992.42428455,500473.540649704,2659.59416737185,228046.327925031
1966752.83226865,533856.799617262,2920.53102556532,231759.298665998
1910866.93803375,520522.194907002,2931.26317326984,232158.205607508
1861690.84904804,505142.012932944,2917.08062045963,216743.166865013
1830510.79302438,497914.316738443,2905.52212844424,217826.655898145
1804895.9783198,490786.122578788,2887.44357716258,213108.443066699
1990122.03714773,543879.32436322,3197.12143036047,245021.526614459
1950913.40113103,535129.310331815,3197.71164587491,246102.492695383
1904962.12996674,523645.884448264,3163.38478675848,242033.988508126
1890286.43143957,518262.71923261,3160.38453228303,231674.991126755
1867337.73059904,513904.034210543,3135.66421146812,234747.065768829
1832781.53930232,506162.359291842,3082.70729260224,234689.882395801
1792491.40085958,496361.4574425,3010.07279812222,231338.186252568
1540513.80288512,425010.324262953,2574.38257310732,189177.837207752
2044648.629056,565606.116477881,3327.82518946989,254173.601864219
2049063.61553291,568139.115354118,3410.71822089016,257295.593446116
2027586.67538334,563140.122445051,3438.89563905911,255396.655647429
1304371.97322872,362746.062489382,2242.58025148014,164113.848867629
2030413.62314819,564197.723224056,3316.59539849617,249359.76525907
1015584.21413836,281933.503346149,1693.17862917983,122517.891638713
976801.905744179,270831.730850097,1511.82437227092,114995.477418213
938749.046957211,260412.025877035,1353.61191545873,109934.315182353
1844658.34164929,512297.684931715,2486.06422393162,216176.046935005
1242556.36450421,343352.214315611,1740.71145554856,137958.243256859
956962.486543769,264615.354880273,1299.25911715961,106755.201715372
924258.957521058,255656.499984483,1182.8859988472,102904.040022073
1621476.41241731,448509.83099787,1961.64811224647,179428.795518933
871467.219163403,240743.345635277,1091.92893557856,95032.1805000275
846384.748956757,233435.860184205,998.449493376433,90260.6319925691
821933.06429897,226065.760587952,916.080655269379,84830.2442221321
1721683.79233001,473037.556395749,1818.75268551367,175702.306077435
1510841.80127866,413048.812747926,1721.30256165272,147048.449235835
1105013.4362012,301363.915257701,1301.69117099905,105821.453137176
1079114.36932303,292002.124045213,1242.18594720763,95099.6586008264
1046617.65564975,281997.759627346,1177.26744063904,89248.164024826
1558543.5199462,418287.654401438,1711.36583668142,129526.419656322
1362556.08777031,360777.161979331,1567.62663359327,97279.2976667713
1329796.41971075,347451.389936389,1550.25858512255,81875.7772957137
1298119.88751038,334704.511240291,1523.73546365604,69109.5795684689
1265812.5849313,322114.926049374,1488.45433126578,58557.0504627615
1424356.604008,357743.098372059,1670.64011873519,57483.2845846402
1436565.52781138,356079.168917748,1714.66797885146,50821.4988177606
1163539.78131593,284626.037217956,1411.02858425322,36259.0722685691
1369044.38890019,330602.689490374,1627.53254994408,37868.6152898532
1345167.48073899,320633.453044714,1612.61411591665,33240.4519721067
1318438.19480116,310123.715744746,1587.02845691156,28965.5302459138
1313649.31841836,304995.963648811,1581.51926937,26056.9368438622
1315242.23534004,301291.395237397,1582.73186579629,23194.075487542
1293395.99533622,292474.576358703,1556.16796335889,20917.1739644762
1335251.77257906,298088.655912839,1602.02794576149,20019.4007864061
1312118.25034614,289187.386814308,1578.59506265283,18370.0086223955
1293103.27142063,281355.736915185,1554.91143123342,16974.9390611193
1279416.45155922,274847.95989003,1534.22331518001,15938.9788361664
1264288.06416952,268077.71652009,1510.04564040827,14710.5990509073
1276947.07479053,267338.697254217,1517.23043426358,14289.9978124027
