"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"1986-07-16",4,"pH",7.78
"1986-07-16",6,"pH",7.02
"1986-07-16",6,"pH",7
"1986-07-16",7,"pH",7.08
"1986-08-13",0,"pH",8.37
"1986-08-13",0,"pH",8.38
"1986-08-13",4,"pH",8
"1986-08-13",6,"pH",7.09
"1986-08-13",7,"pH",6.96
"1986-09-10",0,"pH",7.7
"1986-09-10",0,"pH",7.63
"1986-09-10",4,"pH",7.55
"1986-09-10",7,"pH",7.56
"1986-10-09",0,"pH",7.76
"1986-10-09",4,"pH",7.67
"1986-10-09",4,"pH",7.68
"1986-10-09",7,"pH",7.67
"1986-11-03",0,"pH",7.71
"1986-11-03",4,"pH",7.69
"1986-11-03",4,"pH",7.68
"1986-11-03",7,"pH",7.67
"1987-01-20",0,"pH",7.24
"1987-01-20",4,"pH",7.21
"1987-01-20",4,"pH",7.2
"1987-01-20",7,"pH",7.06
"1987-02-24",0,"pH",7.13
"1987-02-24",0,"pH",7.12
"1987-02-24",4,"pH",6.99
"1987-02-24",6,"pH",6.97
"1987-02-24",7,"pH",6.96
"1987-03-19",0,"pH",7.31
"1987-03-19",4,"pH",7.05
"1987-03-19",4,"pH",7.02
"1987-03-19",6,"pH",7
"1987-03-19",7,"pH",7.01
"1987-04-15",0,"pH",7.28
"1987-04-15",4,"pH",7.21
"1987-04-15",7,"pH",7.19
"1987-04-15",7,"pH",7.19
"1987-05-18",0,"pH",7.77
"1987-05-18",4,"pH",7.74
"1987-05-18",4,"pH",7.8
"1987-05-18",6,"pH",7.38
"1987-05-18",7,"pH",7.16
"1987-06-11",0,"pH",8.15
"1987-06-11",4,"pH",8.08
"1987-06-11",4,"pH",7.96
"1987-06-11",6,"pH",7.14
"1987-06-11",7,"pH",6.96
"1987-07-13",0,"pH",8.71
"1987-07-13",4,"pH",8.68
"1987-07-13",4,"pH",8.61
"1987-07-13",6,"pH",7.11
"1987-07-13",7,"pH",7
"1987-08-13",0,"pH",9.13
"1987-08-13",0,"pH",9.06
"1987-08-13",4,"pH",8.66
"1987-08-13",6,"pH",7.17
"1987-08-13",7,"pH",7
"1987-09-10",0,"pH",8.73
"1987-09-10",4,"pH",8.22
"1987-09-10",7,"pH",7.13
"1987-09-10",7,"pH",7.11
"1987-10-05",0,"pH",7.79
"1987-10-05",0,"pH",7.78
"1987-10-05",4,"pH",7.76
"1987-10-05",7,"pH",7.76
"1987-11-05",0,"pH",7.53
"1987-11-05",4,"pH",7.53
"1987-11-05",7,"pH",7.55
"1987-11-05",7,"pH",7.54
"1988-01-11",0,"pH",7.09
"1988-01-11",4,"pH",7.09
"1988-01-11",6,"pH",7.02
"1988-01-11",6,"pH",7.01
"1988-01-11",7,"pH",7
"1988-03-02",0,"pH",7.02
"1988-03-02",4,"pH",6.94
"1988-03-02",4,"pH",6.94
"1988-03-02",6,"pH",6.92
"1988-03-02",7,"pH",6.92
"1988-03-21",0,"pH",7.15
"1988-03-21",0,"pH",7.14
"1988-03-21",4,"pH",6.9
"1988-03-21",6,"pH",6.89
"1988-03-21",7,"pH",6.91
"1988-04-26",0,"pH",7.58
"1988-04-26",4,"pH",7.63
"1988-04-26",4,"pH",7.65
"1988-04-26",7,"pH",7.6
"1988-05-25",0,"pH",7.96
"1988-05-25",0,"pH",7.98
"1988-05-25",2,"pH",7.94
"1988-05-25",6,"pH",7.13
"1988-05-25",7,"pH",6.92
"1988-06-20",0,"pH",8.24
"1988-06-20",4,"pH",8.05
"1988-06-20",6,"pH",7.11
"1988-06-20",7,"pH",6.99
"1988-06-20",7,"pH",6.97
"1988-07-19",0,"pH",8.66
"1988-07-19",4,"pH",8.33
"1988-07-19",6,"pH",7.15
"1988-07-19",6,"pH",7.14
"1988-07-19",7,"pH",7.09
"1988-08-18",0,"pH",8.74
"1988-08-18",4,"pH",8.22
"1988-08-18",4,"pH",8.2
"1988-08-18",6,"pH",7.15
"1988-08-18",7,"pH",6.99
"1988-09-13",0,"pH",7.9
"1988-09-13",0,"pH",7.89
"1988-09-13",4,"pH",7.88
"1988-09-13",7,"pH",7.89
"1988-10-12",0,"pH",7.61
"1988-10-12",4,"pH",7.57
"1988-10-12",4,"pH",7.58
"1988-10-12",7,"pH",7.44
"1988-11-02",0,"pH",7.61
"1988-11-02",4,"pH",7.16
"1988-11-02",4,"pH",7.48
"1988-11-02",7,"pH",7.23
"1989-01-11",0,"pH",7.22
"1989-01-11",4,"pH",7.22
"1989-01-11",4,"pH",7.2
"1989-01-11",7,"pH",7.03
"1989-03-06",0,"pH",7.03
"1989-03-06",4,"pH",6.95
"1989-03-06",4,"pH",6.94
"1989-03-06",7,"pH",6.96
"1989-03-27",1,"pH",7.09
"1989-03-27",2,"pH",6.88
"1989-03-27",4,"pH",6.93
"1989-03-27",7,"pH",7.08
"1989-05-01",0,"pH",7.32
"1989-05-01",4,"pH",7.18
"1989-05-01",7,"pH",7.15
"1989-05-01",7,"pH",7.14
"1989-05-29",0,"pH",7.79
"1989-05-29",4,"pH",7.59
"1989-05-29",6,"pH",7.03
"1989-05-29",6,"pH",7.03
"1989-05-29",7,"pH",6.95
"1989-06-28",0,"pH",8.21
"1989-06-28",0,"pH",8.19
"1989-06-28",2,"pH",8.2
"1989-06-28",4,"pH",7.84
"1989-06-28",7,"pH",7.04
"1989-07-25",0,"pH",8.66
"1989-07-25",2,"pH",8.7
"1989-07-25",2,"pH",8.69
"1989-07-25",4,"pH",8.08
"1989-07-25",7,"pH",7.08
"1989-08-22",0,"pH",8.64
"1989-08-22",4,"pH",8.61
"1989-08-22",4,"pH",8.6
"1989-08-22",6,"pH",7.02
"1989-08-22",7,"pH",7.04
"1989-09-19",0,"pH",8.42
"1989-09-19",4,"pH",8.35
"1989-09-19",4,"pH",8.33
"1989-09-19",6,"pH",7.19
"1989-09-19",7,"pH",6.97
"1989-10-18",0,"pH",7.68
"1989-10-18",4,"pH",7.69
"1989-10-18",4,"pH",7.68
"1989-10-18",7,"pH",7.65
"1989-11-09",0,"pH",7.68
"1989-11-09",0,"pH",7.7
"1989-11-09",4,"pH",7.7
"1989-11-09",7,"pH",7.69
"1990-01-24",0,"pH",7.29
"1990-01-24",0,"pH",7.31
"1990-01-24",4,"pH",7.08
"1990-01-24",7,"pH",7.03
"1990-02-27",0,"pH",7.26
"1990-02-27",4,"pH",6.99
"1990-02-27",7,"pH",7.09
"1990-02-27",7,"pH",7.09
"1990-03-27",0,"pH",7.19
"1990-03-27",0,"pH",7.18
"1990-03-27",4,"pH",6.97
"1990-03-27",7,"pH",7.06
"1990-04-30",0,"pH",8.08
"1990-04-30",4,"pH",8.09
"1990-04-30",4,"pH",8.04
"1990-04-30",7,"pH",7.05
"1990-05-30",0,"pH",8.13
"1990-05-30",2,"pH",8.13
"1990-05-30",2,"pH",8.12
"1990-05-30",4,"pH",7.76
"1990-05-30",7,"pH",6.99
"1990-06-27",0,"pH",8.3
"1990-06-27",2,"pH",8.24
"1990-06-27",2,"pH",8.38
"1990-06-27",4,"pH",8
"1990-06-27",7,"pH",7.05
"1990-07-24",0,"pH",8.59
"1990-07-24",4,"pH",8.34
"1990-07-24",4,"pH",8.38
"1990-07-24",6,"pH",7.07
"1990-07-24",7,"pH",6.96
"1990-08-22",0,"pH",8.65
"1990-08-22",4,"pH",8.28
"1990-08-22",6,"pH",7.12
"1990-08-22",6,"pH",7.11
"1990-08-22",7,"pH",6.97
"1990-09-18",0,"pH",7.6
"1990-09-18",4,"pH",7.59
"1990-09-18",4,"pH",7.58
"1990-09-18",7,"pH",7.32
"1990-10-17",0,"pH",7.72
"1990-10-17",4,"pH",7.72
"1990-10-17",7,"pH",7.71
"1990-10-17",7,"pH",7.71
"1990-11-09",0,"pH",7.94
"1990-11-09",4,"pH",7.96
"1990-11-09",7,"pH",7.95
"1990-11-09",7,"pH",7.94
"1991-01-17",0,"pH",7.42
"1991-01-17",0,"pH",7.43
"1991-01-17",4,"pH",7.18
"1991-01-17",7,"pH",7.04
"1991-02-19",0,"pH",7.27
"1991-02-19",4,"pH",7.09
"1991-02-19",7,"pH",7.02
"1991-02-19",7,"pH",7.03
"1991-03-25",0,"pH",7.39
"1991-03-25",4,"pH",6.99
"1991-03-25",4,"pH",6.99
"1991-03-25",7,"pH",7.02
"1991-05-07",0,"pH",7.66
"1991-05-07",0,"pH",7.66
"1991-05-07",4,"pH",7.62
"1991-05-07",7,"pH",7.65
"1991-06-04",0,"pH",8.11
"1991-06-04",2,"pH",8.09
"1991-06-04",2,"pH",8.08
"1991-06-04",4,"pH",7.54
"1991-06-04",7,"pH",7.01
"1991-07-03",0,"pH",8.04
"1991-07-03",2,"pH",8.03
"1991-07-03",4,"pH",7.52
"1991-07-03",4,"pH",7.58
"1991-07-03",6,"pH",6.97
"1991-07-30",0,"pH",8.13
"1991-07-30",2,"pH",8.19
"1991-07-30",4,"pH",7.88
"1991-07-30",7,"pH",6.96
"1991-07-30",7,"pH",7
"1991-08-27",0,"pH",8.61
"1991-08-27",0,"pH",8.58
"1991-08-27",4,"pH",8.46
"1991-08-27",6,"pH",6.99
"1991-08-27",7,"pH",6.87
"1991-09-23",0,"pH",7.68
"1991-09-23",4,"pH",7.67
"1991-09-23",4,"pH",7.65
"1991-09-23",7,"pH",7.65
"1991-10-28",0,"pH",7.67
"1991-10-28",4,"pH",7.65
"1991-10-28",7,"pH",7.61
"1991-10-28",7,"pH",7.62
"1992-01-17",0,"pH",7.24
"1992-01-17",4,"pH",6.94
"1992-01-17",4,"pH",6.97
"1992-01-17",7,"pH",6.9
"1992-03-04",0,"pH",7.41
"1992-03-04",4,"pH",6.93
"1992-03-04",4,"pH",6.92
"1992-03-04",7,"pH",6.94
"1992-03-23",0,"pH",7.32
"1992-03-23",4,"pH",6.9
"1992-03-23",7,"pH",7.1
"1992-03-23",7,"pH",7.11
"1992-05-05",0,"pH",7.52
"1992-05-05",4,"pH",7.51
"1992-05-05",7,"pH",7.5
"1992-05-05",7,"pH",7.49
"1992-06-01",0,"pH",8.2
"1992-06-01",2,"pH",8.21
"1992-06-01",4,"pH",7.83
"1992-06-01",7,"pH",6.88
"1992-06-01",7,"pH",6.86
"1992-07-07",0,"pH",8.27
"1992-07-07",4,"pH",7.88
"1992-07-07",6,"pH",7.43
"1992-07-07",6,"pH",7.43
"1992-07-07",7,"pH",6.93
"1992-07-29",0,"pH",8.91
"1992-07-29",4,"pH",8.92
"1992-07-29",6,"pH",7
"1992-07-29",7,"pH",6.78
"1992-07-29",7,"pH",6.78
"1992-08-26",0,"pH",8.41
"1992-08-26",4,"pH",8.49
"1992-08-26",6,"pH",7.05
"1992-08-26",7,"pH",6.8
"1992-08-26",7,"pH",6.82
"1992-09-21",0,"pH",7.87
"1992-09-21",0,"pH",7.88
"1992-09-21",7,"pH",7.2
"1992-10-21",0,"pH",7.48
"1992-10-21",4,"pH",7.56
"1992-10-21",7,"pH",7.57
"1992-10-21",7,"pH",7.6
"1992-11-06",0,"pH",7.68
"1992-11-06",0,"pH",7.68
"1992-11-06",4,"pH",7.68
"1992-11-06",7,"pH",7.67
"1993-01-08",0,"pH",7.27
"1993-01-08",4,"pH",7.01
"1993-01-08",4,"pH",7.01
"1993-01-08",7,"pH",6.95
"1993-02-23",0,"pH",7.25
"1993-02-23",4,"pH",6.99
"1993-02-23",4,"pH",7.01
"1993-02-23",7,"pH",6.95
"1993-03-23",0,"pH",7.4
"1993-03-23",4,"pH",6.74
"1993-03-23",7,"pH",6.88
"1993-03-23",7,"pH",6.93
"1993-05-03",0,"pH",7.27
"1993-05-03",4,"pH",7.26
"1993-05-03",7,"pH",7.21
"1993-05-03",7,"pH",7.21
"1993-06-04",0,"pH",7.84
"1993-06-04",2,"pH",7.85
"1993-06-04",4,"pH",6.9
"1993-06-04",4,"pH",6.88
"1993-06-04",7,"pH",6.89
"1993-06-30",0,"pH",8
"1993-06-30",0,"pH",8.02
"1993-06-30",4,"pH",7.89
"1993-06-30",6,"pH",6.88
"1993-06-30",7,"pH",6.89
"1993-07-26",0,"pH",8.21
"1993-07-26",4,"pH",8.18
"1993-07-26",4,"pH",8.17
"1993-07-26",6,"pH",6.94
"1993-07-26",7,"pH",6.94
"1993-08-26",0,"pH",8.47
"1993-08-26",0,"pH",8.53
"1993-08-26",4,"pH",8.4
"1993-08-26",6,"pH",6.96
"1993-08-26",7,"pH",6.89
"1993-09-22",0,"pH",7.54
"1993-09-22",4,"pH",7.66
"1993-09-22",4,"pH",7.65
"1993-09-22",6,"pH",7.63
"1993-09-22",7,"pH",7.42
"1993-10-21",0,"pH",7.67
"1993-10-21",4,"pH",7.64
"1993-10-21",7,"pH",7.66
"1993-10-21",7,"pH",7.66
"1993-11-03",0,"pH",7.56
"1993-11-03",4,"pH",7.53
"1993-11-03",7,"pH",7.53
"1993-11-03",7,"pH",7.58
"1994-01-10",0,"pH",7.28
"1994-01-10",4,"pH",7.22
"1994-01-10",4,"pH",7.21
"1994-01-10",7,"pH",6.93
"1994-02-22",0,"pH",7.3
"1994-02-22",4,"pH",7.04
"1994-02-22",7,"pH",7
"1994-02-22",7,"pH",7
"1994-03-29",0,"pH",7.53
"1994-03-29",4,"pH",6.96
"1994-03-29",4,"pH",6.97
"1994-03-29",7,"pH",6.98
"1994-05-03",0,"pH",7.84
"1994-05-03",4,"pH",7.85
"1994-05-03",7,"pH",7.6
"1994-05-03",7,"pH",7.5
"1994-06-06",0,"pH",7.83
"1994-06-06",0,"pH",7.8
"1994-06-06",2,"pH",7.72
"1994-06-06",4,"pH",7.56
"1994-06-06",7,"pH",6.61
"1994-06-27",0,"pH",8.54
"1994-06-27",2,"pH",8.54
"1994-06-27",2,"pH",8.48
"1994-06-27",4,"pH",8.18
"1994-06-27",7,"pH",6.97
"1994-07-27",0,"pH",8.67
"1994-07-27",0,"pH",8.64
"1994-07-27",2,"pH",8.64
"1994-07-27",4,"pH",8.6
"1994-07-27",7,"pH",6.51
"1994-08-25",0,"pH",8.99
"1994-08-25",4,"pH",8.59
"1994-08-25",6,"pH",7.07
"1994-08-25",6,"pH",7.07
"1994-08-25",7,"pH",7.01
"1994-09-21",0,"pH",8.7
"1994-09-21",4,"pH",7.67
"1994-09-21",6,"pH",6.98
"1994-09-21",7,"pH",7.01
"1994-09-21",7,"pH",7
"1994-10-17",0,"pH",7.93
"1994-10-17",0,"pH",7.86
"1994-10-17",4,"pH",7.78
"1994-10-17",7,"pH",7.5
"1994-11-17",0,"pH",7.68
"1994-11-17",4,"pH",7.65
"1994-11-17",7,"pH",7.69
"1994-11-17",7,"pH",7.66
"1995-01-11",0,"pH",6.95
"1995-01-11",4,"pH",6.96
"1995-01-11",7,"pH",6.61
"1995-01-11",7,"pH",6.56
"1995-02-21",0,"pH",7.32
"1995-02-21",0,"pH",7.33
"1995-02-21",4,"pH",7.11
"1995-02-21",6,"pH",6.99
"1995-05-01",0,"pH",7.89
"1995-05-01",4,"pH",7.89
"1995-05-01",7,"pH",7.37
"1995-05-01",7,"pH",7.36
"1995-05-30",0,"pH",7.9
"1995-05-30",2,"pH",7.85
"1995-05-30",6,"pH",7.4
"1995-05-30",7,"pH",7.39
"1995-06-26",0,"pH",8.24
"1995-06-26",2,"pH",8.21
"1995-06-26",4,"pH",7.76
"1995-06-26",7,"pH",6.84
"1995-06-26",7,"pH",6.85
"1995-07-26",0,"pH",8.96
"1995-07-26",2,"pH",8.94
"1995-07-26",4,"pH",8.04
"1995-07-26",7,"pH",6.99
"1995-07-26",7,"pH",6.95
"1995-08-21",0,"pH",8.98
"1995-08-21",4,"pH",8.98
"1995-08-21",4,"pH",8.94
"1995-08-21",6,"pH",7.12
"1995-08-21",7,"pH",6.86
"1995-09-18",0,"pH",8.07
"1995-09-18",0,"pH",8.05
"1995-09-18",4,"pH",8.12
"1995-09-18",7,"pH",7.11
"1995-10-16",0,"pH",7.88
"1995-10-16",4,"pH",7.86
"1995-10-16",7,"pH",7.84
"1995-10-16",7,"pH",7.83
"1995-12-14",0,"pH",7.42
"1995-12-14",4,"pH",7.15
"1995-12-14",4,"pH",7.04
"1995-12-14",7,"pH",7.01
"1996-01-16",0,"pH",7.32
"1996-01-16",0,"pH",7.32
"1996-01-16",4,"pH",7.08
"1996-01-16",7,"pH",7.01
"1996-02-20",0,"pH",7.4
"1996-02-20",0,"pH",7.36
