"time","yah_flow_vol","pb_flow_vol","total_inflow_volume"
"1979-01-01",1860935.5584,64634.1984,1925569.7568
"1979-01-02",1774431.2736,55926.0288,1830357.3024
"1979-01-03",1691678.6496,49796.4672,1741475.1168
"1979-01-04",1612059.7536,44981.568,1657041.3216
"1979-01-05",1536581.4912,41227.3152,1577808.8064
"1979-01-06",1465374.9312,38290.4064,1503665.3376
"1979-01-07",1397970.576,35810.8128,1433781.3888
"1979-01-08",520116.768,33832.512,553949.28
"1979-01-09",1274923.8432,32391.6192,1307315.4624
"1979-01-10",1218332.88,31040.8416,1249373.7216
"1979-01-11",1157704.1856,27745.5456,1185449.7312
"1979-01-12",1095391.8144,21444.3072,1116836.1216
"1979-01-13",1082122.5888,22956.48,1105079.0688
"1979-01-14",1074683.376,28958.5152,1103641.8912
"1979-01-15",1030848.8544,27945.1296,1058793.984
"1979-01-16",997537.9392,29311.4592,1026849.3984
"1979-01-17",961416.5184,30038.1696,991454.688
"1979-01-18",897346.08,22357.296,919703.376
"1979-01-19",900797.5008,29342.736,930140.2368
"1979-01-20",877600.9152,30671.4816,908272.3968
"1979-01-21",844511.9616,30566.0736,875078.0352
"1979-01-22",800927.0496,26814.5856,827741.6352
"1979-01-23",774890.496,24551.9424,799442.4384
"1979-01-24",790710.5088,32505.5808,823216.0896
"1979-01-25",764628.1632,32147.712,796775.8752
"1979-01-26",735951.3984,30904.9344,766856.3328
"1979-01-27",718622.496,31788.288,750410.784
"1979-01-28",701152.1568,32476.9824,733629.1392
"1979-01-29",682431.5232,32736.528,715168.0512
"1979-01-30",663446.0736,32577.8112,696023.8848
"1979-01-31",648653.184,33085.6704,681738.8544
"1979-02-01",634170.0384,33430.0608,667600.0992
"1979-02-02",620427.7728,33530.544,653958.3168
"1979-02-03",608008.032,33701.0112,641709.0432
"1979-02-04",597390.0768,33996.4992,631386.576
"1979-02-05",587688.1344,34291.296,621979.4304
"1979-02-06",578950.416,34623.5904,613574.0064
"1979-02-07",571008.7008,35014.8096,606023.5104
"1979-02-08",562530.4416,35188.7328,597719.1744
"1979-02-09",553544.3232,34980.2496,588524.5728
"1979-02-10",540219.1968,33432.7392,573651.936
"1979-02-11",529787.2608,31849.9776,561637.2384
"1979-02-12",548228.8224,37399.1904,585628.0128
"1979-02-13",542584.8288,37494.144,580078.9728
"1979-02-14",536294.736,37707.4656,574002.2016
"1979-02-15",529211.3184,37654.6752,566865.9936
"1979-02-16",523758.0096,37805.9616,561563.9712
"1979-02-17",518111.5968,37779.7824,555891.3792
"1979-02-18",513374.112,37783.9296,551158.0416
"1979-02-19",511172.2944,38338.272,549510.5664
"1979-02-20",495219.8304,36374.0544,531593.8848
"1979-02-21",527835.1392,48226.6656,576061.8048
"1979-02-22",565814.8512,67367.4624,633182.3136
"1979-02-23",608877.8208,93550.9824,702428.8032
"1979-02-24",589420.1088,80732.7648,670152.8736
"1979-02-25",590540.544,80480.5632,671021.1072
"1979-02-26",597229.2,79416.4608,676645.6608
"1979-02-27",600593.7888,73739.5488,674333.3376
"1979-02-28",598468.176,65792.2176,664260.3936
"1979-03-01",600014.304,59729.2704,659743.5744
"1979-03-02",581599.0944,48041.7696,629640.864
"1979-03-03",653712.336,85435.2576,739147.5936
"1979-03-04",722892.7296,136130.8896,859023.6192
"1979-03-05",734500.4832,113632.848,848133.3312
"1979-03-06",742296.096,107741.5776,850037.6736
"1979-03-07",764127.0432,107532.9216,871659.9648
"1979-03-08",692598.2976,111267.4752,803865.7728
"1979-03-09",803540.4768,97721.0784,901261.5552
"1979-03-10",802381.8528,82789.344,885171.1968
"1979-03-11",805359.888,73040.2272,878400.1152
"1979-03-12",774755.7984,65903.8464,840659.6448
"1979-03-13",888296.3712,104175.4176,992471.7888
"1979-03-14",855870.8832,90720.432,946591.3152
"1979-03-15",852303.0816,82037.7504,934340.832
"1979-03-16",854781.552,80672.976,935454.528
"1979-03-17",983033.4528,138993.1488,1122026.6016
"1979-03-18",1438888.4064,420271.9776,1859160.384
"1979-03-19",1614373.4592,628688.5632,2243062.0224
"1979-03-20",1833296.4576,723951.9072,2557248.3648
"1979-03-21",1468436.0832,481339.152,1949775.2352
"1979-03-22",1627724.4192,310916.7072,1938641.1264
"1979-03-23",2013822.3456,327873.312,2341695.6576
"1979-03-24",2190780.432,295900.2144,2486680.6464
"1979-03-25",2311050.8736,268521.8688,2579572.7424
"1979-03-26",2328348.0672,205888.8672,2534236.9344
"1979-03-27",2298290.3712,153289.4112,2451579.7824
"1979-03-28",2411535.7152,198353.1456,2609888.8608
"1979-03-29",2486981.3184,243539.2224,2730520.5408
"1979-03-30",2553787.5264,275170.2624,2828957.7888
"1979-03-31",2522472.9696,247473.792,2769946.7616
"1979-04-01",2500331.76,213684.8256,2714016.5856
"1979-04-02",2539258.2432,208182.96,2747441.2032
"1979-04-03",2462597.6832,173629.44,2636227.1232
"1979-04-04",2379520.2816,147981.0816,2527501.3632
"1979-04-05",2294949.2832,131006.0736,2425955.3568
"1979-04-06",2188203.12,113143.5648,2301346.6848
"1979-04-07",2071800.9792,97448.9184,2169249.8976
"1979-04-08",1958462.4096,86180.7168,2044643.1264
"1979-04-09",1845658.7424,77734.944,1923393.6864
"1979-04-10",2251657.3536,71795.808,2323453.1616
"1979-04-11",2169936.6048,74145.2832,2244081.888
"1979-04-12",2101325.1552,78936.2496,2180261.4048
"1979-04-13",1986552.9504,71352.0576,2057905.008
"1979-04-14",1887212.5632,67338.6048,1954551.168
"1979-04-15",1796800.8384,65068.0128,1861868.8512
"1979-04-16",1708914.9312,62361.9648,1771276.896
"1979-04-17",1621020.6432,58354.8192,1679375.4624
"1979-04-18",1538387.3376,54591.408,1592978.7456
"1979-04-19",1460201.1264,51061.7088,1511262.8352
"1979-04-20",1398796.3872,51007.3632,1449803.7504
"1979-04-21",1339786.4832,49842.3456,1389628.8288
"1979-04-22",1277954.6688,48516.1056,1326470.7744
"1979-04-23",1208882.9664,45278.2656,1254161.232
"1979-04-24",1156289.1264,44588.7072,1200877.8336
"1979-04-25",1173064.2048,71129.3184,1244193.5232
"1979-04-26",1256380.7616,103517.0496,1359897.8112
"1979-04-27",1236711.8016,122460.1632,1359171.9648
"1979-04-28",1238344.7616,138259.5264,1376604.288
"1979-04-29",1284882.48,168061.9104,1452944.3904
"1979-04-30",1292395.3056,156945.6864,1449340.992
"1979-05-01",1289974.2912,137439.6768,1427413.968
"1979-05-02",1349766.8064,156322.656,1506089.4624
"1979-05-03",1390225.9392,162020.6496,1552246.5888
"1979-05-04",1372472.7264,143234.4384,1515707.1648
"1979-05-05",1358059.5648,124488.3168,1482547.8816
"1979-05-06",1342349.0208,104240.2176,1446589.2384
"1979-05-07",1308636.1728,84197.1456,1392833.3184
"1979-05-08",1144788.768,69557.8752,1214346.6432
"1979-05-09",1227401.9424,58282.5024,1285684.4448
"1979-05-10",1180702.9152,51096.96,1231799.8752
"1979-05-11",1029953.9232,48179.664,1078133.5872
"1979-05-12",1105362.6336,43998.2496,1149360.8832
"1979-05-13",1066518.0576,41640.912,1108158.9696
"1979-05-14",915422.3424,39873.0816,955295.424
"1979-05-15",728794.8864,39123.5616,767918.448
"1979-05-16",944509.248,37140.6816,981649.9296
"1979-05-17",909879.9552,38957.4144,948837.3696
"1979-05-18",952768.3968,69556.4064,1022324.8032
"1979-05-19",655297.5168,98616.1824,753913.6992
"1979-05-20",756601.2576,91805.8752,848407.1328
"1979-05-21",963267.552,96743.4624,1060011.0144
"1979-05-22",944046.4032,92313.0432,1036359.4464
"1979-05-23",827324.4096,81230.7744,908555.184
"1979-05-24",804020.3424,68958.432,872978.7744
"1979-05-25",873961.1424,58992.4512,932953.5936
"1979-05-26",600552.576,50374.9152,650927.4912
"1979-05-27",695029.9392,43986.4128,739016.352
"1979-05-28",777701.7792,39169.1808,816870.96
"1979-05-29",784137.024,38167.8912,822304.9152
"1979-05-30",797380.6752,41702.7744,839083.4496
"1979-05-31",770833.584,37848.384,808681.968
"1979-06-01",751885.8048,36290.8512,788176.656
"1979-06-02",727845.4368,35050.0608,762895.4976
"1979-06-03",702804.6432,33626.7072,736431.3504
"1979-06-04",678101.0688,33942.8448,712043.9136
"1979-06-05",662765.9328,34329.2256,697095.1584
"1979-06-06",640509.3792,32204.0448,672713.424
"1979-06-07",659102.3136,39872.0448,698974.3584
"1979-06-08",655007.2992,37905.84,692913.1392
"1979-06-09",574761.1392,49259.3184,624020.4576
"1979-06-10",704810.2464,64698.048,769508.2944
"1979-06-11",700640.3232,61342.0992,761982.4224
"1979-06-12",672166.5984,59890.6656,732057.264
"1979-06-13",638803.584,55983.5712,694787.1552
"1979-06-14",637114.8096,50228.8992,687343.7088
"1979-06-15",614481.2928,43436.9088,657918.2016
"1979-06-16",565429.4208,37170.0576,602599.4784
"1979-06-17",548355.744,34018.3584,582374.1024
"1979-06-18",561185.28,32148.6624,593333.9424
"1979-06-19",555261.696,32541.4368,587803.1328
"1979-06-20",395111.7792,43561.7568,438673.536
"1979-06-21",504936.9792,35354.448,540291.4272
"1979-06-22",235765.0368,29915.3088,265680.3456
"1979-06-23",508746.8736,27034.0416,535780.9152
"1979-06-24",500944.3488,27815.5296,528759.8784
"1979-06-25",483452.4096,27274.9248,510727.3344
"1979-06-26",464507.7408,26420.6016,490928.3424
"1979-06-27",470872.1376,35988.624,506860.7616
"1979-06-28",492322.32,55040.9472,547363.2672
"1979-06-29",566658.72,87973.0848,654631.8048
"1979-06-30",553629.6,58402.8576,612032.4576
"1979-07-01",535291.4592,63380.2752,598671.7344
"1979-07-02",519863.9616,63233.568,583097.5296
"1979-07-03",411334.5024,72232.992,483567.4944
"1979-07-04",406176.9408,73508.7744,479685.7152
"1979-07-05",396111.3408,61027.776,457139.1168
"1979-07-06",380364.5952,52385.7024,432750.2976
"1979-07-07",484435.3824,45156.528,529591.9104
"1979-07-08",471230.6976,39936.9312,511167.6288
"1979-07-09",455393.4048,35010.144,490403.5488
"1979-07-10",449888.3424,37659.168,487547.5104
"1979-07-11",342543.8592,35259.5808,377803.44
"1979-07-12",449519.4144,30218.4864,479737.9008
"1979-07-13",432818.3808,29768.688,462587.0688
"1979-07-14",200772.7776,34358.9472,235131.7248
"1979-07-15",189412.4736,30191.2704,219603.744
"1979-07-16",288961.1712,25622.0928,314583.264
"1979-07-17",167291.4816,24706.6848,191998.1664
"1979-07-18",158445.2448,24248.9376,182694.1824
"1979-07-19",361789.8048,22353.0624,384142.8672
"1979-07-20",347479.9776,20353.68,367833.6576
"1979-07-21",200266.7328,24952.0608,225218.7936
"1979-07-22",336853.5552,34333.1136,371186.6688
"1979-07-23",370077.984,26795.1456,396873.1296
"1979-07-24",157271.9328,31914.432,189186.3648
"1979-07-25",161097.984,34468.1568,195566.1408
"1979-07-26",311433.7248,30616.0992,342049.824
"1979-07-27",148041.9072,27764.0352,175805.9424
"1979-07-28",330411.9168,26386.2144,356798.1312
"1979-07-29",277211.808,25289.0208,302500.8288
"1979-07-30",160205.9904,39558.4128,199764.4032
"1979-07-31",155231.2512,33205.5072,188436.7584
"1979-08-01",323856.576,28494.288,352350.864
"1979-08-02",265041.2448,32323.4496,297364.6944
"1979-08-03",354749.2416,47534.3424,402283.584
"1979-08-04",400371.2928,80087.2704,480458.5632
"1979-08-05",456827.2128,116113.0464,572940.2592
"1979-08-06",463678.6464,118705.9104,582384.5568
"1979-08-07",518151.4272,166771.5264,684922.9536
"1979-08-08",560889.7056,182234.7936,743124.4992
"1979-08-09",742215.2256,303605.6256,1045820.8512
"1979-08-10",583424.8992,302603.7312,886028.6304
"1979-08-11",704075.0688,255348.2016,959423.2704
"1979-08-12",652231.2672,179290.5408,831521.808
"1979-08-13",668712.8448,122151.1104,790863.9552
"1979-08-14",661411.0944,86191.8624,747602.9568
"1979-08-15",643576.1472,63031.2192,706607.3664
"1979-08-16",989098.9056,47915.7984,1037014.704
"1979-08-17",670373.6256,62570.6208,732944.2464
"1979-08-18",1088193.0528,114258.4704,1202451.5232
"1979-08-19",1101179.1456,130583.9232,1231763.0688
"1979-08-20",1031481.8208,188788.1472,1220269.968
"1979-08-21",813042.144,164878.1568,977920.3008
"1979-08-22",718591.5648,145067.1552,863658.72
"1979-08-23",657878.6304,112413.1392,770291.7696
"1979-08-24",775281.456,86317.92,861599.376
"1979-08-25",1062265.6224,66421.6416,1128687.264
"1979-08-26",669583.152,58794.336,728377.488
"1979-08-27",1047873.2832,66206.592,1114079.8752
"1979-08-28",947655.7632,60526.4832,1008182.2464
"1979-08-29",541311.2928,61069.3344,602380.6272
"1979-08-30",955803.8016,53801.0208,1009604.8224
"1979-08-31",745268.0832,47142.864,792410.9472
"1979-09-01",582259.104,42248.4768,624507.5808
"1979-09-02",543867.5232,37601.7984,581469.3216
"1979-09-03",642501.4176,32250.8736,674752.2912
"1979-09-04",738277.2,28597.8816,766875.0816
"1979-09-05",309614.5728,26251.6896,335866.2624
"1979-09-06",399869.7408,23940.4896,423810.2304
"1979-09-07",372980.2464,20459.8656,393440.112
"1979-09-08",601047.216,19299.5136,620346.7296
"1979-09-09",577230.5376,19150.4736,596381.0112
"1979-09-10",547302.528,17370.8928,564673.4208
"1979-09-11",528543.5328,17781.3792,546324.912
"1979-09-12",511849.6704,17358.624,529208.2944
"1979-09-13",489945.5424,16701.7248,506647.2672
"1979-09-14",434607.984,15587.1648,450195.1488
"1979-09-15",452093.4432,16162.2432,468255.6864
"1979-09-16",434399.0688,16138.3968,450537.4656
"1979-09-17",345177.1584,15939.1584,361116.3168
"1979-09-18",396346.176,15029.712,411375.888
"1979-09-19",379992.6432,14616.6336,394609.2768
"1979-09-20",367291.8432,15004.3104,382296.1536
"1979-09-21",351531.0144,14499.3888,366030.4032
"1979-09-22",337718.9376,14214.3552,351933.2928
"1979-09-23",324292.8096,13825.5552,338118.3648
"1979-09-24",314679.5136,14251.5072,328931.0208
"1979-09-25",306090.7488,14967.7632,321058.512
"1979-09-26",258318.6336,14672.2752,272990.9088
"1979-09-27",279978.5952,14224.8096,294203.4048
"1979-09-28",270002.592,14326.7616,284329.3536
"1979-09-29",258341.0976,13862.88,272203.9776
"1979-09-30",259990.3872,14696.64,274687.0272
"1979-10-01",257093.2224,16816.7232,273909.9456
"1979-10-02",196762.0032,16631.6544,213393.6576
"1979-10-03",76285.2384,15615.6768,91900.9152
"1979-10-04",249819.552,13735.872,263555.424
"1979-10-05",67538.016,15007.248,82545.264
"1979-10-06",247506.1056,16081.8912,263587.9968
"1979-10-07",143919.936,15697.584,159617.52
"1979-10-08",135026.1792,15317.6832,150343.8624
"1979-10-09",227752.8192,16649.9712,244402.7904
"1979-10-10",224728.2144,18260.64,242988.8544
"1979-10-11",62162.0352,18815.2416,80977.2768
"1979-10-12",106220.9376,18275.0688,124496.0064
"1979-10-13",219367.6128,18320.5152,237688.128
"1979-10-14",215661.6576,18066.8448,233728.5024
"1979-10-15",208828.1952,17406.2304,226234.4256
"1979-10-16",202193.28,16016.9184,218210.1984
"1979-10-17",202402.4544,16545.6864,218948.1408
"1979-10-18",199033.2864,19835.1072,218868.3936
"1979-10-19",236093.184,32000.9184,268094.1024
"1979-10-20",229068.0864,26025.4944,255093.5808
"1979-10-21",245441.0592,33679.584,279120.6432
"1979-10-22",145698.8256,97517.4336,243216.2592
"1979-10-23",177159.312,87963.0624,265122.3744
"1979-10-24",175223.6928,102101.9904,277325.6832
"1979-10-25",247619.6352,99490.896,347110.5312
"1979-10-26",178348.2624,82029.1104,260377.3728
"1979-10-27",282016.512,66320.3808,348336.8928
"1979-10-28",169252.2432,54048.1248,223300.368
"1979-10-29",164982.096,44013.2832,208995.3792
"1979-10-30",356093.6256,38325.9168,394419.5424
"1979-10-31",180614.7072,46080.2304,226694.9376
"1979-11-01",184994.928,44909.1648,229904.0928
"1979-11-02",183697.2864,41659.7472,225357.0336
"1979-11-03",180557.9424,39315.7152,219873.6576
"1979-11-04",369648.7488,37582.272,407231.0208
"1979-11-05",183992.6016,47414.0736,231406.6752
"1979-11-06",196787.4048,52678.944,249466.3488
"1979-11-07",191102.1984,47822.6592,238924.8576
"1979-11-08",184944.6432,44397.6768,229342.32
"1979-11-09",181588.6944,42484.6944,224073.3888
"1979-11-10",179274.816,40809.5712,220084.3872
"1979-11-11",365991.9552,37693.5552,403685.5104
"1979-11-12",172903.1616,36518.7744,209421.936
"1979-11-13",170183.808,33812.4672,203996.2752
"1979-11-14",166021.056,31265.9136,197286.9696
"1979-11-15",161707.8816,29055.3696,190763.2512
"1979-11-16",162846.8064,39714.192,202560.9984
"1979-11-17",161663.6448,34398.864,196062.5088
"1979-11-18",154914.4224,31447.44,186361.8624
"1979-11-19",355397.328,29546.0352,384943.3632
"1979-11-20",372001.9392,44775.072,416777.0112
"1979-11-21",261407.7792,98132.5152,359540.2944
"1979-11-22",242489.0304,96495.7536,338984.784
"1979-11-23",292634.7264,101463.6672,394098.3936
"1979-11-24",487508.6304,96466.896,583975.5264
"1979-11-25",243654.9984,93665.6352,337320.6336
"1979-11-26",489736.8864,108227.1456,597964.032
"1979-11-27",288189.5328,86921.1648,375110.6976
"1979-11-28",285961.0176,75203.5968,361164.6144
"1979-11-29",289862.7552,68021.0784,357883.8336
"1979-11-30",287132.5152,59598.4608,346730.976
"1979-12-01",282786.1632,51691.0464,334477.2096
"1979-12-02",322588.4832,44526.1536,367114.6368
"1979-12-03",459912.4704,39394.8576,499307.328
"1979-12-04",265575.7152,38023.776,303599.4912
"1979-12-05",531483.3792,34039.7856,565523.1648
"1979-12-06",250500.816,31290.624,281791.44
"1979-12-07",244212.192,29851.2,274063.392
"1979-12-08",324531.36,29277.5904,353808.9504
"1979-12-09",496593.6768,28042.1568,524635.8336
"1979-12-10",222130.512,28437.9552,250568.4672
"1979-12-11",313859.232,28209.8592,342069.0912
"1979-12-12",208172.3328,27735.3504,235907.6832
"1979-12-13",200694.4128,27399.8592,228094.272
"1979-12-14",455486.7168,27317.7792,482804.496
"1979-12-15",187078.2912,26986.9536,214065.2448
"1979-12-16",437250.096,26373.4272,463623.5232
"1979-12-17",429654.4128,26096.6016,455751.0144
"1979-12-18",423214.7616,26056.8576,449271.6192
"1979-12-19",417115.7856,26036.3808,443152.1664
"1979-12-20",158707.1232,24993.9648,183701.088
"1979-12-21",410492.6208,28784.3328,439276.9536
"1979-12-22",458506.0512,55285.7184,513791.7696
"1979-12-23",550140.6816,87546.3552,637687.0368
"1979-12-24",612572.544,127685.2896,740257.8336
"1979-12-25",630329.3856,141805.9872,772135.3728
"1979-12-26",615375.7056,140547.5712,755923.2768
"1979-12-27",646943.9328,122236.3872,769180.32
"1979-12-28",645984.8928,98553.1104,744538.0032
"1979-12-29",640490.6304,78636.1824,719126.8128
"1979-12-30",634503.5424,64062.144,698565.6864
"1979-12-31",629135.1648,53737.5168,682872.6816
"1980-01-01",622888.5312,46348.848,669237.3792
"1980-01-02",616093.2576,41241.4848,657334.7424
"1980-01-03",608725.152,37789.8048,646514.9568
"1980-01-04",598876.2432,35024.5728,633900.816
"1980-01-05",582191.3664,31127.9328,613319.2992
"1980-01-06",576264.5856,30697.5744,606962.16
"1980-01-07",570968.6976,30621.8016,601590.4992
"1980-01-08",560723.6448,29946.7584,590670.4032
"1980-01-09",546844.0896,28449.2736,575293.3632
"1980-01-10",567341.1072,37704.096,605045.2032
"1980-01-11",558007.1424,38463.7248,596470.8672
"1980-01-12",542831.6736,36872.064,579703.7376
"1980-01-13",535900.4928,37889.5104,573790.0032
"1980-01-14",525512.7936,37811.0592,563323.8528
"1980-01-15",555957.9072,53010.2016,608968.1088
"1980-01-16",645700.2048,95385.168,741085.3728
"1980-01-17",638211.2256,96740.6112,734951.8368
"1980-01-18",633613.1904,102267.0144,735880.2048
"1980-01-19",633761.0208,97500.5856,731261.6064
"1980-01-20",633000.7008,83632.608,716633.3088
"1980-01-21",628446.9024,69485.472,697932.3744
"1980-01-22",624293.9136,58878.4032,683172.3168
"1980-01-23",608675.472,46981.1232,655656.5952
"1980-01-24",614591.4528,45153.2448,659744.6976
"1980-01-25",610775.856,41276.5632,652052.4192
"1980-01-26",602145.0144,38104.0416,640249.056
"1980-01-27",594953.9424,36229.5936,631183.536
"1980-01-28",587422.7136,35007.8976,622430.6112
"1980-01-29",578788.3296,34035.4656,612823.7952
"1980-01-30",568950.2208,33075.4752,602025.696
"1980-01-31",561743.1648,33018.8832,594762.048
"1980-02-01",552628.224,32686.5024,585314.7264
"1980-02-02",543652.128,32370.9696,576023.0976
"1980-02-03",534544.0128,32089.392,566633.4048
"1980-02-04",516353.5296,29201.8176,545555.3472
"1980-02-05",511233.552,29284.6752,540518.2272
"1980-02-06",517302.4608,32252.4288,549554.8896
"1980-02-07",509634.8928,32354.7264,541989.6192
"1980-02-08",500742.432,32157.7344,532900.1664
"1980-02-09",493782.1344,32360.5152,526142.6496
"1980-02-10",484787.8944,32022.6912,516810.5856
"1980-02-11",477910.1952,32081.0976,509991.2928
"1980-02-12",471920.0832,32291.7408,504211.824
"1980-02-13",464017.9392,31991.4144,496009.3536
"1980-02-14",456702.9696,31648.32,488351.2896
"1980-02-15",453359.8944,32294.7648,485654.6592
"1980-02-16",447925.248,32318.2656,480243.5136
"1980-02-17",442265.3568,32318.0064,474583.3632
"1980-02-18",437351.7888,32433.5232,469785.312
"1980-02-19",453339.504,40094.784,493434.288
"1980-02-20",497365.8336,63000.8928,560366.7264
"1980-02-21",472961.376,54573.264,527534.64
"1980-02-22",472252.5504,59001.0048,531253.5552
"1980-02-23",471817.6992,61973.6832,533791.3824
"1980-02-24",467720.2656,61045.5744,528765.84
"1980-02-25",466191.8496,57920.6592,524112.5088
"1980-02-26",464548.4352,53236.8288,517785.264
"1980-02-27",442035.7056,46612.1088,488647.8144
"1980-02-28",309941.1648,44830.1088,354771.2736
"1980-02-29",308391.5808,41422.4928,349814.0736
"1980-03-01",304668.5184,39255.6672,343924.1856
"1980-03-02",452337.1776,37470.2112,489807.3888
"1980-03-03",443927.6064,34733.5776,478661.184
"1980-03-04",434335.3056,31585.68,465920.9856
"1980-03-05",449239.5648,35631.1008,484870.6656
"1980-03-06",303564.9312,35290.944,338855.8752
"1980-03-07",295151.6448,35078.2272,330229.872
"1980-03-08",286602.0192,34679.5776,321281.5968
"1980-03-09",413540.3808,33805.6416,447346.0224
"1980-03-10",403920.5184,34241.4432,438161.9616
"1980-03-11",396168.8832,33647.8752,429816.7584
"1980-03-12",397791.9936,30298.32,428090.3136
"1980-03-13",394208.8128,33217.0848,427425.8976
"1980-03-14",415899.8784,33725.9808,449625.8592
"1980-03-15",507964.0896,72058.896,580022.9856
"1980-03-16",466941.024,62321.0112,529262.0352
"1980-03-17",461400.5376,67537.4112,528937.9488
"1980-03-18",463077.3888,71020.1088,534097.4976
"1980-03-19",340688.592,68162.6016,408851.1936
"1980-03-20",209775.3984,61393.0752,271168.4736
"1980-03-21",345144.0672,53551.4112,398695.4784
"1980-03-22",348952.5792,46261.3248,395213.904
"1980-03-23",206385.9264,44782.7616,251168.688
"1980-03-24",221768.5824,41763.168,263531.7504
"1980-03-25",350532.8352,38921.2128,389454.048
"1980-03-26",445865.472,36698.6592,482564.1312
"1980-03-27",344325.7728,34960.032,379285.8048
"1980-03-28",438691.7664,34352.9856,473044.752
"1980-03-29",332987.0688,33043.5936,366030.6624
"1980-03-30",192881.52,32427.9936,225309.5136
"1980-03-31",423467.0496,31547.0592,455014.1088
"1980-04-01",414344.5056,29926.5408,444271.0464
"1980-04-02",415681.8912,31163.4432,446845.3344
"1980-04-03",472072.6656,60954.5952,533027.2608
"1980-04-04",474683.5008,58802.8896,533486.3904
"1980-04-05",470022.5664,61807.536,531830.1024
"1980-04-06",465947.7696,63945.4176,529893.1872
"1980-04-07",496356.0768,81121.824,577477.9008
"1980-04-08",622395.1008,142910.8704,765305.9712
"1980-04-09",631786.6944,144043.488,775830.1824
"1980-04-10",639281.9808,142765.2864,782047.2672
"1980-04-11",441959.328,127805.1264,569764.4544
"1980-04-12",658961.9136,104828.9472,763790.8608
"1980-04-13",652765.0464,81656.208,734421.2544
"1980-04-14",527581.0368,76787.8272,604368.864
"1980-04-15",669488.1984,68049.5904,737537.7888
"1980-04-16",540119.0592,58886.784,599005.8432
"1980-04-17",661507.776,51615.2736,713123.0496
"1980-04-18",654034.4352,47220.7104,701255.1456
"1980-04-19",520520.4288,41737.1616,562257.5904
"1980-04-20",619403.2416,37908.0864,657311.328
"1980-04-21",600952.2624,34599.8304,635552.0928
"1980-04-22",463368.9024,32093.28,495462.1824
"1980-04-23",451820.6784,27497.4048,479318.0832
"1980-04-24",450074.6208,24345.6192,474420.24
"1980-04-25",518161.8816,24231.1392,542393.0208
"1980-04-26",296720.8416,23640.2496,320361.0912
"1980-04-27",487899.504,22486.032,510385.536
"1980-04-28",476281.728,23128.6752,499410.4032
"1980-04-29",426080.6496,27574.3008,453654.9504
"1980-04-30",416101.968,27219.888,443321.856
"1980-05-01",389595.9168,28845.6768,418441.5936
"1980-05-02",457704.5184,28288.3968,485992.9152
"1980-05-03",333847.1808,28601.424,362448.6048
"1980-05-04",304018.0128,27400.032,331418.0448
"1980-05-05",168702.48,25685.9424,194388.4224
"1980-05-06",260712.432,23377.7664,284090.1984
"1980-05-07",259444.7712,19835.3664,279280.1376
"1980-05-08",145047.3696,20001.9456,165049.3152
"1980-05-09",347043.9168,20251.0368,367294.9536
"1980-05-10",338348.2752,20166.192,358514.4672
"1980-05-11",334347.696,20591.8848,354939.5808
"1980-05-12",344844.6912,27133.488,371978.1792
"1980-05-13",370839.7728,37992.24,408832.0128
"1980-05-14",365384.1312,38550.9024,403935.0336
"1980-05-15",161439.9552,42991.9488,204431.904
"1980-05-16",343788.192,53434.7712,397222.9632
"1980-05-17",400930.0416,70859.0592,471789.1008
"1980-05-18",408711.3984,71892.4896,480603.888
"1980-05-19",358246.2816,79754.8032,438001.0848
"1980-05-20",187655.4432,72576.6048,260232.048
"1980-05-21",204623.1072,63934.3584,268557.4656
"1980-05-22",191768.6016,53592.0192,245360.6208
"1980-05-23",315224.2656,43343.856,358568.1216
"1980-05-24",162090.6336,35124.624,197215.2576
"1980-05-25",165372.4512,31927.824,197300.2752
"1980-05-26",153127.9296,27972.2592,181100.1888
"1980-05-27",336726.2016,26047.9584,362774.16
"1980-05-28",339006.384,27254.1888,366260.5728
"1980-05-29",369364.8384,32178.9024,401543.7408
"1980-05-30",184960.1088,30568.752,215528.8608
"1980-05-31",358139.7504,27840.3264,385980.0768
"1980-06-01",344163.0816,26777.6064,370940.688
"1980-06-02",167656.0032,43364.16,211020.1632
"1980-06-03",388044.6048,48674.0448,436718.6496
"1980-06-04",383488.0416,54794.7936,438282.8352
"1980-06-05",493894.2816,126640.0224,620534.304
"1980-06-06",578414.736,164121.8112,742536.5472
"1980-06-07",590069.1456,238962.2688,829031.4144
"1980-06-08",409992.624,215022.7296,625015.3536
"1980-06-09",432941.0688,165507.4944,598448.5632
"1980-06-10",422088.2784,118381.4784,540469.7568
"1980-06-11",499391.568,83925.8496,583317.4176
"1980-06-12",642438.6912,60859.728,703298.4192
"1980-06-13",525001.4784,44391.2832,569392.7616
"1980-06-14",391382.6688,37417.0752,428799.744
"1980-06-15",437249.9232,39902.976,477152.8992
"1980-06-16",556872.9696,33289.7472,590162.7168
"1980-06-17",544757.7024,28924.0416,573681.744
"1980-06-18",401182.416,25154.2368,426336.6528
"1980-06-19",394791.4944,22909.9968,417701.4912
"1980-06-20",375610.4352,22275.648,397886.0832
"1980-06-21",488297.2896,20673.4464,508970.736
"1980-06-22",465056.7264,19556.7264,484613.4528
"1980-06-23",448378.5888,16993.2384,465371.8272
"1980-06-24",425730.6432,16674.2496,442404.8928
"1980-06-25",200043.3888,16267.1328,216310.5216
