time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,87.5382080078125,157.24166552225748,-23.07541694641111,78.37790929113885,4.6623181641025715,0,0
1979-01-03,97.45787477493286,172.59916814168295,-21.819166564941384,81.32560623309749,5.139954171240209,0,0
1979-01-04,96.70925029118855,171.15874862670898,-19.102500025431294,81.12168731019216,5.352841972564441,0,0
1979-01-05,100.88241640726726,149.92708460489908,-22.861667378743466,81.69638249521378,3.610116324086754,0,0
1979-01-06,101.50995874404907,143.24333318074545,-23.072917683919247,83.42139488020523,4.78108221185328,0,0
1979-01-07,74.35574992497762,193.46583112080893,-19.425415420532204,83.03538624736065,2.983864969827921,0,0
1979-01-08,94.82829173405965,169.38000106811523,-20.306248728434223,82.14143084681375,4.771972603285612,0,0
1979-01-09,103.03491751352946,216.63625144958496,-14.471251551310198,82.18661605420974,5.406473646967346,0,0
1979-01-10,100.63241386413574,159.8687515258789,-21.05291595458982,79.1841672011651,4.360553753403873,0,0.003172999918460846
1979-01-11,99.39683214823405,152.3037509918213,-23.509999338785786,71.57435394659532,2.4024848421302725,0,0
1979-01-12,51.00074966748556,256.3904177347819,-13.377916717529274,86.06738517689038,2.7250002892142033,0,0.03775799974799156
1979-01-13,68.04791625340779,277.28292083740234,-8.01708323160805,89.96489534873056,6.530211879999984,0,0.15439499974250795
1979-01-14,108.56629244486491,185.50458272298178,-16.889582697550434,83.23056149020879,7.810961521318346,0,0.043388000782579185
1979-01-15,84.69158267974854,170.80916595458984,-27.056667073567684,81.3858750693914,3.7183170148511535,0,0.006760999858379364
1979-01-16,92.42962582906087,217.41500091552734,-16.415001296997048,85.53633054129293,2.349837290194402,0,0.013642000034451485
1979-01-17,110.14408270517985,230.4120839436849,-10.258749389648415,88.66590415400819,4.9655922387166775,0,0.007854000069200992
1979-01-18,110.37008317311604,169.9537499745687,-18.75000356038409,86.21100725071324,3.256841841616223,0,0
1979-01-19,47.453458388646446,265.7245871225993,-9.834581756591774,91.55104736175879,5.772568593181835,0,0.09194999752566219
1979-01-20,82.3055830001831,285.66208521525067,-4.185416920979795,96.00661986874933,1.7644351419313924,0,0.0012090000137686728
1979-01-21,71.72512499491374,278.8308359781901,-4.399167124430316,92.02138038393556,5.255456932460748,0,0
1979-01-22,105.65037409464519,211.9937515258789,-9.387082163492815,91.61160676015587,4.298829946611916,0,0
1979-01-23,69.98404089609782,289.1937561035156,-4.603337351481097,91.96321417013391,4.1542116234591555,0,0.07114100053906441
1979-01-24,97.32604201634724,257.48500061035156,-7.7145828247070085,88.97729352751925,7.916466772790028,0,0.03639999993145466
1979-01-25,119.30350017547607,163.18833287556967,-17.99041341145831,84.99333042849464,5.28437159397711,0,2.509999927133322e-4
1979-01-26,105.84200096130371,208.56250381469727,-14.456248982747374,84.58381406479606,3.283231722227647,0,0.0016829999908804893
1979-01-27,44.92308330535889,283.70375061035156,-5.1929153442382585,92.86556963845614,2.8041025707966503,0,0.013165000109001995
1979-01-28,48.78929217656454,288.1962547302246,-3.9154190063476335,91.52758010882098,4.768267554249304,0,0.0017489999905228614
1979-01-29,88.26108344395955,269.5420799255371,-6.645417277018207,88.85990794086774,4.40575018807011,0,4.470000043511391e-4
1979-01-30,91.52891699473064,258.51791699727374,-8.93750101725258,87.72213136420025,3.00937967479085,0,0
1979-01-31,74.92229118943214,259.89499855041504,-8.98208338419594,85.91191667068856,4.578783125995667,0,0.0029440000653266907
1979-02-01,107.72291779518127,240.33374977111816,-10.779999796549456,81.46105016192877,3.1614749115161533,0,9.999999892897905e-5
1979-02-02,81.19645833969116,251.2374973297119,-10.947084808349587,80.3289839126838,2.0855404770690886,0,1.1799999861977995e-4
1979-02-03,64.55945893128712,230.04625129699707,-12.181249999999977,82.03965138858031,2.31629526260414,0,0
1979-02-04,128.0182896455129,159.01833470662436,-18.568748855590798,83.4003896229167,6.184900800755252,0,0
1979-02-05,117.22612516085307,154.64916865030924,-25.70458323160805,79.86518229004113,3.9068234012023044,0,0.001023999974131584
1979-02-06,67.1152499516805,251.11999702453613,-14.991667811075823,82.317629021575,5.236239864272369,0,0
1979-02-07,129.29758246739706,207.8708356221517,-13.296663665771462,85.66846138624726,4.742209708709717,0,0
1979-02-08,137.67141755421957,160.33041954040527,-21.48583323160805,82.40211927896571,4.745350377923127,0,0
1979-02-09,134.15383378664652,151.98583348592123,-23.861668014526344,81.02233681134997,3.494806304859419,0,0
1979-02-10,113.99574931462605,207.00750350952148,-19.780416234334286,82.39601131422343,3.10418275797677,0,0.005600000023841859
1979-02-11,82.84779071807861,260.3000011444092,-12.40416819254555,85.73549591943357,3.0918193803037064,0,0.02514799937605858
1979-02-12,76.84404261906941,258.36749839782715,-9.277916971842425,87.22431309583375,4.436807894804742,0,0.03984400033950805
1979-02-13,88.86912552515666,248.22125244140625,-11.840414428710915,86.56669687855063,2.399576539630899,0,0
1979-02-14,120.76512559254964,263.95375061035156,-7.170417531331357,91.13322984443406,4.136114681397789,0,1.6399999614804983e-4
1979-02-15,73.83833289146423,281.65875244140625,-6.02666829427081,94.38125582311721,4.158799197525729,0,0
1979-02-16,119.3090420824786,234.2741667429606,-12.205830637613909,82.99742391855894,6.001217166330822,0,0
1979-02-17,141.1798316637675,160.5604165395101,-23.433749898274716,82.19704160290978,4.2739770721336,0,0.004507000148296356
1979-02-18,123.84708249568939,233.78083292643228,-16.810832722981747,82.07628477712477,4.999492238353881,0,0.004024000000208616
1979-02-19,149.09104188283285,190.21458371480307,-15.901667022705055,82.32388858673589,3.695406866832341,0,0.007875999994575977
1979-02-20,152.51216793060303,208.31958134969076,-7.751665496826149,91.8138360928128,6.001083793863936,0,0
1979-02-21,124.32899955908458,278.0212516784668,-1.656248474121071,92.64301587092082,6.303011717771916,0,0.07611899989424273
1979-02-22,94.69020803769429,253.19250297546387,-6.40541814168292,92.69214434997119,5.161643964767532,1.6380000580102207e-4,2.6200000196695326e-4
1979-02-23,160.41920892397562,267.48500061035156,0.32291564941408524,94.35248076861473,6.155983097610563,0.003330399986356497,0
1979-02-24,160.92062266667685,191.49624824523926,-9.233334604899065,91.41194535893564,4.693205420178345,0,0
1979-02-25,166.60979223251343,178.2508316040039,-12.664167149861632,87.78220764841869,5.5753457350473115,0,0
1979-02-26,163.15533383687338,180.08291498819986,-12.405831400553362,83.23957073806677,3.981167091155548,0,0
1979-02-27,145.4899574915568,214.64125061035156,-6.79958063761391,69.16481489636199,1.761523399940948,0,0.0012879999727010726
1979-02-28,151.16804186503092,252.13374519348145,-3.8074974060058366,84.68484194233099,2.7546330186870116,0,4.3999999761581414e-5
1979-03-01,187.37733459472656,260.42458089192706,-2.504166666666644,95.24599297434993,2.209593036039631,0,0.004467999897897243
1979-03-02,191.45096063613892,212.58624839782715,-5.241250101725238,96.1774971232703,3.8903116523439105,0,0
1979-03-03,76.6484576066335,276.88750076293945,-2.126664225260394,98.48367762683598,4.113256083551138,0.0033441999703645708,0.08602600000798702
1979-03-04,114.75874900817871,310.1649971008301,1.0245885213216372,93.9538860570827,2.181850938200314,0.005130700008943677,0.002152000069618225
1979-03-05,79.9062918027242,292.1579182942708,-1.4712471008300554,91.44375470735068,3.300803492765749,1.600000075995922e-5,0.001609000014141202
1979-03-06,173.6840009689331,225.11375045776367,-5.312078857421852,91.58983599785009,3.328805263687143,0,0.0020539999753236772
1979-03-07,86.93816614151001,304.7224998474121,-0.7291664123534929,93.72671250879708,3.447056309327982,0,0.019067999757826328
