time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,87.23620843887329,156.67791620890299,-23.095833206176735,78.0008927722292,4.496395013461747,0,0
1979-01-03,97.71720949808757,171.95750045776367,-21.81000111897784,81.14302871551148,4.860506559866523,0,0
1979-01-04,96.31658363342285,170.04000091552734,-19.099999491373676,80.8665914182312,5.157181268326518,0,0
1979-01-05,100.60841592152913,150.93000030517578,-22.69625066121417,81.54949306685809,3.4877616740847586,0,0
1979-01-06,101.29929272333781,143.10208384195963,-23.120001220703102,83.45130394569546,4.5299970821914055,0,0
1979-01-07,75.3087511062622,192.91749954223633,-19.31999880472817,82.98109868422031,2.896273247661239,0,0
1979-01-08,94.55295880635579,168.9754155476888,-20.303750737508114,82.04222115727416,4.61880310103905,0,0
1979-01-09,103.17658297220866,215.42041524251303,-14.54541435241697,82.2905817590612,5.183389360475744,0,0
1979-01-10,100.2947506904602,159.4841677347819,-20.999164326985653,78.59922258016736,4.213871517538515,0,6.700000166893006e-4
1979-01-11,97.97416734695435,154.11083348592123,-23.31999880472817,70.8460237365155,2.309911889739209,0,0
1979-01-12,50.76474944750468,256.15249824523926,-13.428752644856749,86.05765053465844,2.6525378074317976,0,0.02591999977827072
1979-01-13,69.04625002543132,276.11000061035156,-8.262499237060524,89.70925039049891,6.471543155555804,0,0.1315029990673065
1979-01-14,108.90462557474773,182.93749809265137,-17.207081858317036,83.00234409796622,7.685631208779734,0,0.038398999441415074
1979-01-15,84.18091646830241,171.47124671936035,-27.104166412353493,81.25986075505581,3.590134492913095,0,0.0075599996745586385
1979-01-16,91.67762454350789,217.31291834513345,-16.496250534057594,85.49920228950029,2.314492354426152,0,0.014443999826908112
1979-01-17,109.98208491007487,228.45624923706055,-10.444584910074846,88.60952500211226,4.8235891550267755,0,0.0065589998662471775
1979-01-18,110.07108370463054,169.4375,-18.8704157511393,85.8892805472176,3.1915173772913747,0,0
1979-01-19,48.38279104232788,265.9370822906494,-9.914169057210264,91.42859792622399,5.6021444074732685,0,0.08160800019279123
1979-01-20,81.29625018437703,284.10958099365234,-4.357499186197894,95.87918541967449,1.7279647722157339,0,7.879999978467821e-4
1979-01-21,71.88779020309448,277.7987480163574,-4.490417226155576,92.07087710750875,5.127985820508644,0,0
1979-01-22,105.07070795694987,212.5537509918213,-9.507084910074846,91.56724971281017,4.148392176643841,0,0
1979-01-23,70.01537545522054,288.7687568664551,-4.678747558593727,91.85031198292234,4.043460860626233,0,0.07148199981078505
1979-01-24,98.46070925394694,252.25875282287598,-8.220419311523415,88.33235283751894,7.861483315279922,0,0.0418759996839799
1979-01-25,118.75483258565266,162.67583084106445,-18.16708412170408,84.8203718192827,5.071606690674842,0,1.3000000035390259e-5
1979-01-26,104.67633215586345,212.16458384195963,-14.33708546956378,83.68003547149806,3.1891499145573636,0,0.0015060000121593475
1979-01-27,43.38041623433431,282.7599983215332,-5.419585927327451,92.81370928413568,2.7711628164985806,0,0.01277999990619719
1979-01-28,48.56229114532471,287.39125061035156,-4.064164225260394,91.39721574785972,4.710638951599034,0,0.0022840000223368407
1979-01-29,88.5997502009074,268.17000007629395,-6.915415191650368,88.63066793187794,4.318026719318848,0,0
1979-01-30,91.77558343857527,256.9637508392334,-9.21333541870115,87.80292073833225,2.965892229883007,0,0
1979-01-31,77.5009596645832,258.44541422526044,-9.164165242512999,85.78139895571772,4.504298118054425,0,0.003463999927043915
1979-02-01,108.42458319664001,239.30083147684732,-10.960420989990212,81.31973451621367,3.031233535376955,0,6.600000313483178e-5
1979-02-02,83.23879190286,251.1579163869222,-11.04708328247068,80.6093656895359,2.0188265584254554,0,7.80000037048012e-5
1979-02-03,66.75945846239726,230.6037483215332,-12.151249949137346,81.65079716963747,2.2299137169882934,0,0
1979-02-04,129.50962464014688,156.07166798909506,-18.847501500447567,83.19833065416077,6.037951092228672,0,0
1979-02-05,117.32312480608623,154.96208127339682,-25.825832748413063,79.68532380018574,3.783926978989873,0,0
1979-02-06,71.77891731262207,249.99499893188477,-15.135832214355446,82.60149329193425,5.092581419201009,0,1.3500000350177288e-4
1979-02-07,131.0805849234263,201.37749862670898,-13.760832850138323,85.59397092362151,4.701397419962703,0,0
1979-02-08,138.28875001271567,160.34624862670898,-21.497084045410134,82.0913396205984,4.67976851435132,0,0
1979-02-09,134.51149972279867,151.95041720072427,-23.93791809082029,80.85390521488446,3.436304282431984,0,0
1979-02-10,111.78675055503845,208.59625053405762,-19.726668421427387,82.38926064161369,3.0144220865230422,0,0.008053999990224839
1979-02-11,83.4557916323344,260.4099979400635,-12.411664072672503,85.82616064261632,3.039334868697136,0,0.02661999970674515
1979-02-12,79.53137461344402,258.2479197184245,-9.228749338785784,87.16209622899535,4.2535753672406775,0,0.03912599973380566
1979-02-13,87.75579118728638,250.16208012898764,-11.66250076293943,86.75139624882115,2.3561314673206932,0,0
1979-02-14,121.11445824305217,263.3712520599365,-7.166665140787738,91.43867962416364,4.0015210845949625,0,0
1979-02-15,74.43299961090088,280.8370819091797,-6.025417073567685,94.2909175310456,4.017767928424311,0,0
1979-02-16,120.19470834732056,233.90583674112955,-12.205418650309221,82.63201617183236,6.026605734739964,0,0
